headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Credit Suisse Initiates Coverage On CDW with Outperform Rating, Announces $117 Price Target",2019-04-11,CDW,2019-04-11 12:13:00+00:00,C D W CORP NEW,13949.0,12514G10,0.02546846494078636,0.0028116500470787287,0.013495805797081095,0.009184661495567292,-0.012277391615575062,-0.013214584858277978,-0.03010710617247514,0.05984225109402064,0.020398173481225967,0.020198109368833483,0.032344498597689286,0.035323412459760783,0.10456482212861151,0.09595534092985636,0.3171450967907532,0.0,-0.31,0.41,0.01,13949,252,2.5468%,0.0012,0.9399,0.2341,-0.4857,1.2709%,1.6948%,43.7650%,2.8142%,13
"Career Education Corporation Sees 2019 Sales Growth 3%-4%, Sees Adj. Operating Income $114M-$119M",2019-04-11,CECO,2019-04-11 11:49:00+00:00,C E C O ENVIRONMENTAL CORP,11499.0,12514110,-0.00906731840223074,-0.007843129336833954,-2.140820853924197e-11,0.015686258651923968,0.028758141516415536,0.011764663834018974,0.1934640548094162,0.2326797698577372,0.01578945852816105,-0.0025839764824451272,0.015789459255622917,0.01712775207385442,0.05320598671273058,0.014454620649564154,0.0589848900681722,0.0,-0.31,0.41,0.01,85724,252,1.0820%,0.0012,0.5802,0.7038,-0.1079,1.9471%,2.0906%,13.2518%,1.3335%,13
China Jo-Jo Drugstores shares are trading lower after the company filed for a $60 million mixed shelf offering and announced a $10 million registered direct offering.,2019-04-11,CJJD,2019-04-11 14:30:00+00:00,CHINA JO JO DRUGSTORES INC,93347.0,G2124G11,-0.4368931949138641,-0.04597703740000725,-0.08620688432626222,-0.06896552154905489,-0.1264367992261145,-0.2586207168756608,-0.4195402418815518,-0.3735632034890477,-0.040372706949710846,0.023178781864164444,0.09964411256115513,0.08802816408324787,0.16603765519590663,0.3037974862586428,0.471428584777138,0.0,-0.31,0.41,0.01,93347,252,-43.6893%,0.0021,0.0812,0.1624,0.0384,4.4064%,4.4079%,0.0690%,-43.7979%,26
China Jo-Jo Drugstores Announces $10M Registered Direct Offering,2019-04-11,CJJD,2019-04-11 13:28:00+00:00,CHINA JO JO DRUGSTORES INC,93347.0,G2124G11,-0.4368931949138641,-0.04597703740000725,-0.08620688432626222,-0.06896552154905489,-0.1264367992261145,-0.2586207168756608,-0.4195402418815518,-0.3735632034890477,-0.040372706949710846,0.023178781864164444,0.09964411256115513,0.08802816408324787,0.16603765519590663,0.3037974862586428,0.471428584777138,0.0,-0.31,0.41,0.01,93347,252,-43.6893%,0.0021,0.0812,0.1624,0.0384,4.4064%,4.4079%,0.0690%,-43.7979%,8
Clearone Sues Shure For Trade Secret Misappropriation And Willful Infringement Of Another Clearone Patent,2019-04-11,CLRO,2019-04-11 13:43:00+00:00,CLEARONE INC,75714.0,18506U10,0.00930231623351574,-0.004608290269970783,0.036866324748800805,0.03391696608619754,-0.018433161218470717,-0.009216579701712302,-0.027649846276545653,0.09216582019820785,0.059113360941410065,0.04368939460882215,0.04878055753208588,0.048780557255281964,0.007025808502767683,0.15591402019025913,0.45270275691232365,0.0,-0.31,0.41,0.01,75714,252,0.9302%,-0.0033,0.6397,0.1189,0.4355,5.2511%,5.2819%,1.1625%,0.7747%,14
Jefferies To Chipotle Investors: Take Some 'Chips Off The Table',2019-04-11,CMG,2019-04-11 15:36:00+00:00,CHIPOTLE MEXICAN GRILL INC,91068.0,16965610,-0.01574729941785336,0.006939596962183714,0.006699348634860991,-0.0014841044754632104,-0.01064269876032331,-0.04344699289007614,-0.06355918350803513,0.05365137491036953,0.011510254815220833,0.005834755441002537,0.014794500842788993,0.01872053839064347,0.030062878041286822,0.19952266383593287,0.43200061843127635,0.0,-0.31,0.41,0.01,91068,252,-1.5747%,0.0031,0.6514,0.2398,-0.1309,2.3725%,2.4769%,8.2515%,-1.4632%,10
"UPDATE: Jefferies Downgrades Chipotle To Hold, Raises Target From $600 To $700 As Firm Believes 'valuation is full and reflects improved visibility for powerful SSS and margin drivers'",2019-04-11,CMG,2019-04-11 13:54:00+00:00,CHIPOTLE MEXICAN GRILL INC,91068.0,16965610,-0.01574729941785336,0.006939596962183714,0.006699348634860991,-0.0014841044754632104,-0.01064269876032331,-0.04344699289007614,-0.06355918350803513,0.05365137491036953,0.011510254815220833,0.005834755441002537,0.014794500842788993,0.01872053839064347,0.030062878041286822,0.19952266383593287,0.43200061843127635,0.0,-0.31,0.41,0.01,91068,252,-1.5747%,0.0031,0.6514,0.2398,-0.1309,2.3725%,2.4769%,8.2515%,-1.4632%,28
"Jefferies Downgrades Chipotle Mexican Grill to Hold, Announces $700 Price Target",2019-04-11,CMG,2019-04-11 10:16:00+00:00,CHIPOTLE MEXICAN GRILL INC,91068.0,16965610,-0.01574729941785336,0.006939596962183714,0.006699348634860991,-0.0014841044754632104,-0.01064269876032331,-0.04344699289007614,-0.06355918350803513,0.05365137491036953,0.011510254815220833,0.005834755441002537,0.014794500842788993,0.01872053839064347,0.030062878041286822,0.19952266383593287,0.43200061843127635,0.0,-0.31,0.41,0.01,91068,252,-1.5747%,0.0031,0.6514,0.2398,-0.1309,2.3725%,2.4769%,8.2515%,-1.4632%,11
Bank of America Upgrades CMS Energy to Buy,2019-04-11,CMS,2019-04-11 13:23:00+00:00,C M S ENERGY CORP,23229.0,12589610,0.00992831215262413,0.0009102355106733739,-0.0010923242664753197,-0.016020409146099368,-0.02038956725861496,-0.0005461271242890309,0.04935632227208675,0.0794217249888316,-0.00421090330928553,0.00092011864787378,-0.013064801789389291,-0.008567284180077128,-0.026490057629037334,0.010027873661284215,0.1099879417403542,0.0,-0.31,0.41,0.01,23229,252,0.9928%,0.0006,0.0582,-0.5661,-0.2819,0.9934%,1.0396%,8.6959%,0.9265%,8
Macquarie Upgrades Crescent Point Energy to Outperform,2019-04-11,CPG,2019-04-11 11:52:00+00:00,CRESCENT POINT ENERGY CORP,14379.0,22576C10,-0.002487500431016088,0.05486278608441353,0.04987526008722254,0.009975050046652667,0.024937627640189586,-0.002493823970720621,-0.12967586440689127,-0.21503404748401,0.06914893537759781,0.0777479802898009,0.21450153043198839,0.32236843317936636,0.22935780107305326,0.23244365221005703,0.18532077220694343,0.0,-0.31,0.41,0.01,14379,252,-0.2488%,-0.002,1.7893,0.5682,0.9072,3.2293%,3.6202%,20.4296%,-0.4277%,7
"JP Morgan Assumes Canadian Solar at Neutral, Announces Price Target $22",2019-04-11,CSIQ,2019-04-11 13:05:00+00:00,CANADIAN SOLAR INC,91607.0,13663510,-0.01860714517533779,0.07942568387123594,0.015600652658827707,0.05255193526101154,0.03015723425204042,0.06934804189380106,0.32520772928467667,0.4886891994018352,0.037476587628364255,0.025961201634621345,0.0073267015323281726,0.138486032818387,0.04698948352326937,0.14995182939726304,-0.05907964687361755,0.0,-0.31,0.41,0.01,91607,252,-1.8607%,0.0008,1.0346,0.6926,0.1966,2.8558%,3.0511%,12.3923%,-1.7402%,11
"Caretrust Reit Upsizes Previously Announced 5,250,000 Shares Of Common Stock To 5,775,000 Shares Of Common Stock At A Price Of $23.35/Share",2019-04-11,CTRE,2019-04-11 10:05:00+00:00,CARETRUST REIT INC,14651.0,14174T10,0.01632487773895264,0.00041187103488482535,-0.011532152846358112,-0.034596380617493816,-0.03665573588578519,-0.01276776462745599,0.04118616385323137,0.013675520633047222,0.017028506845235825,0.02225068607999403,0.012288093483411311,0.02312629533596633,0.025049557011519674,0.0734053192661257,0.2089932759357711,0.0,-0.31,0.41,0.01,14651,252,1.6325%,0.0025,0.4354,0.2563,0.0223,1.4038%,1.4773%,9.7011%,1.6964%,21
"B. Riley FBR Upgrades Customers Bancorp to Buy, Raises Price Target to $30",2019-04-11,CUBI,2019-04-11 12:10:00+00:00,CUSTOMERS BANCORP INC,13921.0,23204G10,0.08069458603858948,0.0354442335665226,0.033553921220611516,0.08128541127152666,0.05387520698021664,0.0278828058170435,-0.027882806686067907,-0.0444234661216516,0.018200747668743134,-1.1995722193347547e-09,0.019260844855718773,0.05155741256119195,0.07287670724548945,-0.08075114347529966,-0.00457550045566224,0.0,-0.31,0.41,0.01,13921,252,8.0695%,-0.0004,0.9116,1.2742,1.4888,1.6222%,1.9590%,31.4336%,7.8638%,13
BMO: Potential Headwinds For CVS Cancel Out Valuation Advantage,2019-04-11,CVS,2019-04-11 18:10:00+00:00,C V S HEALTH CORP,17005.0,12665010,-0.0219045914709568,0.002277524210512638,0.02903781819186224,0.022964565165812134,-0.0011386900396828104,0.025630866673400643,0.016817317518381447,0.05053882969465273,0.0027922135777771473,-0.005170869897645258,-0.0035146588019902003,0.020458382049716173,-0.0033302532409017482,-0.07914531193180929,-0.16919934884386068,0.0,-0.31,0.41,0.01,17005,252,-2.1905%,-0.0006,1.0531,-0.2955,0.6153,1.6539%,1.9004%,24.2540%,-2.5534%,9
"BMO Capital Initiates Coverage On CVS Health with Outperform Rating, Announces $58 Price Target",2019-04-11,CVS,2019-04-11 11:15:00+00:00,C V S HEALTH CORP,17005.0,12665010,-0.0219045914709568,0.002277524210512638,0.02903781819186224,0.022964565165812134,-0.0011386900396828104,0.025630866673400643,0.016817317518381447,0.05053882969465273,0.0027922135777771473,-0.005170869897645258,-0.0035146588019902003,0.020458382049716173,-0.0033302532409017482,-0.07914531193180929,-0.16919934884386068,0.0,-0.31,0.41,0.01,17005,252,-2.1905%,-0.0006,1.0531,-0.2955,0.6153,1.6539%,1.9004%,24.2540%,-2.5534%,14
"CEMEX Reports Its Ventures Unit Invested In LINKX, No Terms Disclsoed",2019-04-11,CX,2019-04-11 21:00:00+00:00,CEMEX S A B DE C V,87204.0,15129088,-0.03238863125443459,0.0020919982343912125,0.004184096211496735,0.018828383146796135,0.020920480670163055,-0.03556486831486738,-0.11924689194274263,-0.1508797235011976,-0.0060361637733876705,-0.03137251941173569,-0.0060361636809604935,0.029166638707645687,0.04219415693633044,0.014373753687014101,-0.055449317969493594,0.0,-0.31,0.41,0.01,87204,252,-3.2389%,-0.0015,0.9803,0.6865,0.2716,2.0593%,2.2914%,19.2309%,-3.1537%,11
"Goldman Sachs Initiates Coverage On Cemex with Neutral Rating, Announces $5.50 Price Target",2019-04-11,CX,2019-04-11 11:19:00+00:00,CEMEX S A B DE C V,87204.0,15129088,-0.03238863125443459,0.0020919982343912125,0.004184096211496735,0.018828383146796135,0.020920480670163055,-0.03556486831486738,-0.11924689194274263,-0.1508797235011976,-0.0060361637733876705,-0.03137251941173569,-0.0060361636809604935,0.029166638707645687,0.04219415693633044,0.014373753687014101,-0.055449317969493594,0.0,-0.31,0.41,0.01,87204,252,-3.2389%,-0.0015,0.9803,0.6865,0.2716,2.0593%,2.2914%,19.2309%,-3.1537%,13
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Thurs., Apr. 11, 2019",2019-04-11,DAL,2019-04-11 14:17:00+00:00,DELTA AIR LINES INC,91926.0,24736170,0.009160020388662815,-0.0058229174464941025,-0.016098623911075527,-0.004795321226813254,-0.003767790070505206,-0.02192154177968264,-0.06745557263128465,0.015942714962632998,0.015978926792740822,0.002599229767370259,0.002251881025420621,0.015087730205930905,0.15789472040463193,0.15543230746958492,0.2202817090753828,0.0,-0.31,0.41,0.01,91926,252,0.9160%,0.0004,0.9371,0.2465,-0.0022,1.4498%,1.7315%,29.8946%,0.9786%,13
"Citigroup Maintains Buy on Delta Air Lines, Raises Price Target to $70",2019-04-11,DAL,2019-04-11 13:23:00+00:00,DELTA AIR LINES INC,91926.0,24736170,0.009160020388662815,-0.0058229174464941025,-0.016098623911075527,-0.004795321226813254,-0.003767790070505206,-0.02192154177968264,-0.06745557263128465,0.015942714962632998,0.015978926792740822,0.002599229767370259,0.002251881025420621,0.015087730205930905,0.15789472040463193,0.15543230746958492,0.2202817090753828,0.0,-0.31,0.41,0.01,91926,252,0.9160%,0.0004,0.9371,0.2465,-0.0022,1.4498%,1.7315%,29.8946%,0.9786%,12
"Raymond James Maintains Outperform on Delta Air Lines, Raises Price Target to $68",2019-04-11,DAL,2019-04-11 13:18:00+00:00,DELTA AIR LINES INC,91926.0,24736170,0.009160020388662815,-0.0058229174464941025,-0.016098623911075527,-0.004795321226813254,-0.003767790070505206,-0.02192154177968264,-0.06745557263128465,0.015942714962632998,0.015978926792740822,0.002599229767370259,0.002251881025420621,0.015087730205930905,0.15789472040463193,0.15543230746958492,0.2202817090753828,0.0,-0.31,0.41,0.01,91926,252,0.9160%,0.0004,0.9371,0.2465,-0.0022,1.4498%,1.7315%,29.8946%,0.9786%,13
"Credit Suisse Maintains Outperform on Delta Air Lines, Raises Price Target to $68",2019-04-11,DAL,2019-04-11 12:27:00+00:00,DELTA AIR LINES INC,91926.0,24736170,0.009160020388662815,-0.0058229174464941025,-0.016098623911075527,-0.004795321226813254,-0.003767790070505206,-0.02192154177968264,-0.06745557263128465,0.015942714962632998,0.015978926792740822,0.002599229767370259,0.002251881025420621,0.015087730205930905,0.15789472040463193,0.15543230746958492,0.2202817090753828,0.0,-0.31,0.41,0.01,91926,252,0.9160%,0.0004,0.9371,0.2465,-0.0022,1.4498%,1.7315%,29.8946%,0.9786%,13
A Deutsche Bank Investor Has Filed An Annual General Meeting Motion Seeking Vote To Oust Chair Paul Achleitner,2019-04-11,DB,2019-04-11 16:16:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.02192451991140842,0.026221608743071556,0.029797375783412905,0.05721090863048972,0.04648383395863287,-0.02383799207655357,-0.12955905287795322,-0.11743587491973184,-0.0036407443694770336,-0.01322111290504091,-0.016766507322704793,-0.044237496851182945,-0.029550829796034295,-0.09879250062246281,-0.04312353236306887,0.0,-0.31,0.41,0.01,89199,252,2.1925%,-0.0015,1.463,0.4778,1.5342,1.9152%,2.3419%,33.1195%,1.7152%,18
Bearish Deutsche Bank Analyst Says There's No Easy Path Forward,2019-04-11,DB,2019-04-11 16:09:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.02192451991140842,0.026221608743071556,0.029797375783412905,0.05721090863048972,0.04648383395863287,-0.02383799207655357,-0.12955905287795322,-0.11743587491973184,-0.0036407443694770336,-0.01322111290504091,-0.016766507322704793,-0.044237496851182945,-0.029550829796034295,-0.09879250062246281,-0.04312353236306887,0.0,-0.31,0.41,0.01,89199,252,2.1925%,-0.0015,1.463,0.4778,1.5342,1.9152%,2.3419%,33.1195%,1.7152%,10
Deutsche Bank shares are trading higher despite ECB concerns over a potential Deutsche Bank-Commerzbank merger.,2019-04-11,DB,2019-04-11 14:29:00+00:00,DEUTSCHE BANK A G,89199.0,D1819089,0.02192451991140842,0.026221608743071556,0.029797375783412905,0.05721090863048972,0.04648383395863287,-0.02383799207655357,-0.12955905287795322,-0.11743587491973184,-0.0036407443694770336,-0.01322111290504091,-0.016766507322704793,-0.044237496851182945,-0.029550829796034295,-0.09879250062246281,-0.04312353236306887,0.0,-0.31,0.41,0.01,89199,252,2.1925%,-0.0015,1.463,0.4778,1.5342,1.9152%,2.3419%,33.1195%,1.7152%,15
Mike Khouw Sees Unusual Options Activity In D.R. Horton,2019-04-11,DHI,2019-04-11 11:38:00+00:00,D R HORTON INC,77661.0,23331A10,0.02094236575067043,0.011148272082209587,0.012709023459854585,0.018729100758890782,0.03500556783299369,-0.018952031409938952,-0.0014753990712969012,-0.01758427281122854,0.012211953289806843,0.005263147568826065,0.00872562765582674,0.04869899583388815,0.032675114249866244,0.09715283220428161,0.1479619363736282,0.0,-0.31,0.41,0.01,77661,252,2.0942%,0.0001,0.7644,0.6368,0.0743,1.8771%,2.0583%,16.8370%,2.2480%,9
Fed's Clarida Says Fed Does Not See Elevated Recession Risk,2019-04-11,DIA,2019-04-11 19:06:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,10
"'the larger balance sheet is being driven by demand for dollars around the world which is growing faster than GDP and by banks having much deeper liquidity, which is a good thing.  We have QE available in the future if we need it.' -Fed's Kashkari",2019-04-11,DIA,2019-04-11 19:00:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,45
'At what cost?  Should we slow the economy and keep people out of the labor market to try to clamp down on buybacks?  Seems like a bad trade to me.' -Fed's Kashkari Tweets,2019-04-11,DIA,2019-04-11 18:57:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,33
' believe the biggest banks are still too big to fail. See @MinneapolisFed plan to End TBTF. Fed liquidity rules forcing banks to have ample short-term liquidity makes banks safer- but not safe enough. They need a lot more capital. ' -Fed's Kashkari Tweet,2019-04-11,DIA,2019-04-11 18:40:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,44
"'We have a dual mandate of stable prices and maximum employment  I have been arguing there is still slack in the labor market (so not yet at maximum employment) and inflation is still below target, so no need to tap the brakes.' -Fed's Kashkari Tweets",2019-04-11,DIA,2019-04-11 18:11:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,45
"'Good question. I don't think there is a trade-off. If we keep rates low to spur wage growth that should also translate into lower mortgage costs which should help housing.' -Fed's Kashkari Tweets, When Asked About Balancing Wage Growth And Raising Rates",2019-04-11,DIA,2019-04-11 18:06:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,42
Fed's Bullard Says Would Be In Favor Of Removing 'Patient' Soon In Favor Of More Neutral Language,2019-04-11,DIA,2019-04-11 15:01:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,17
"White House Economic Adviser Kudlow Says White House Is Sticking By Herman Cain As A Candidate For The Fed At The Moment; Kudlow Says He Has Confidence In Powell, Says Interest Rates May Never Rise Again In His Lifetime",2019-04-11,DIA,2019-04-11 13:40:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,39
"Potential US Federal Reserve Bank Nominee Moore Says He Wants Wage Gains For Workers, Says Stable Prices Should Be Most Important For Fed",2019-04-11,DIA,2019-04-11 12:14:00+00:00,SPDR DOW JONES IND AVG ETF TRUST,85765.0,78467X10,-0.0007645726436749101,0.010214283131062984,0.009219601521442078,0.011974005543961885,0.016517114949880174,0.015674988850005844,-0.01716629923108559,0.030336600038074035,0.00034414109541103244,-0.006154529160330213,-0.009691087051106662,-0.0015266945718905856,0.021436183650160867,0.008779482360185886,0.10087854615608993,0.0,-0.31,0.41,0.01,85765,252,-0.0765%,0.0,1.0036,-0.2388,0.1108,0.2406%,0.9741%,93.9016%,-0.2072%,23
Duke Energy To Appeal Recent State Order To Excavate Ash Basins,2019-04-11,DUK,2019-04-11 12:01:00+00:00,DUKE ENERGY CORP NEW,27959.0,26441C20,0.003557923948392272,0.0021049724891781807,0.0019942423057446312,-0.012962616074573052,-0.012408627042147624,0.0006647196761564445,-0.005482655393290292,0.0011243641661076165,-0.0034348759800195694,-0.0018865626770472321,-0.006517136426634207,0.012267911955562205,-0.0059681794119847975,0.007392514496426417,0.0864198984042166,0.0,-0.31,0.41,0.01,27959,252,0.3558%,0.0006,0.0293,-0.4532,-0.1539,0.9490%,0.9764%,5.5426%,0.2678%,11
eBay shares are trading lower following a YipitData report showing a deceleration in the company's Q1 marketplaces business.,2019-04-11,EBAY,2019-04-11 19:54:00+00:00,EBAY INC,86356.0,27864210,-0.03711562603712082,-0.004129997920244932,-0.002477977751037752,0.001927304418537279,-0.009361238194660726,0.056167425151055106,-0.005231240368136825,0.10390139601248505,-0.0007946696714498103,-0.0023803266164486026,-0.0031712190944640506,-0.007107145410712334,0.02416506501168092,0.0075079157709667665,0.25329859012713896,0.0,-0.31,0.41,0.01,86356,252,-3.7116%,-0.0005,0.9081,0.3035,0.0787,1.4520%,1.7111%,27.9880%,-3.6662%,18
"Stifel Nicolaus Maintains Buy on The Estee Lauder Cos, Raises Price Target to $180",2019-04-11,EL,2019-04-11 14:43:00+00:00,LAUDER ESTEE COS INC,82642.0,51843910,0.0091279661282897,-0.0030944361351430416,-0.005593830181229609,0.010711754617492186,0.013627759698341846,0.02654134138754305,-0.017138713243644577,0.09722381981325312,0.016295380890369415,0.01031426358640819,0.018470974053449662,0.013635290625980012,0.022222286609466124,0.06029927334848195,0.33676989248425415,0.0,-0.31,0.41,0.01,82642,252,0.9128%,0.0,0.9354,-0.1579,-0.2112,1.5440%,1.8221%,28.1985%,0.9462%,14
"Enanta Pharma To Present Preclinical Data From Hep B, NASH Programs At Int'l. Liver Congress",2019-04-11,ENTA,2019-04-11 14:13:00+00:00,ENANTA PHARMACEUTICALS INC,13825.0,29251M10,-0.03237030655145645,-0.12603032648773083,-0.12892998256287735,-0.10848709738147289,-0.09355365775902269,-0.15502732695691035,-0.10703726527848978,-0.07296580473398218,-0.12929196208032423,-0.13038175727597623,-0.12832098020449623,-0.11549853326986392,-0.105631398402395,-0.14500613278599794,-0.27311110143184314,0.0,-0.31,0.41,0.01,13825,252,-3.2370%,0.0006,1.3448,1.5825,-0.034,2.7136%,3.1890%,27.5958%,-2.7562%,15
Elbit Systems Awarded $30M Contract to Provide High-Precision Guided Mortar Munitions to an Asia-Pacific Country,2019-04-11,ESLT,2019-04-11 07:42:00+00:00,ELBIT SYSTEMS LTD,84207.0,M3760D10,-0.001756234560161829,0.008303958922624588,0.028008412628128143,0.02744541594380001,-0.019774895372792867,-0.03286427312284257,-0.005137301982285791,0.07635334532530758,0.047538500279188156,0.04362179278214029,0.04133145097455526,0.06215491378737448,0.10408553952819699,0.06880830077973088,0.17802507865981188,0.0,-0.31,0.41,0.01,84207,252,-0.1756%,0.0006,0.8779,0.0658,0.2287,1.3468%,1.5725%,26.6499%,-0.2405%,15
German Government Revises Down Economic Growth Forecast For 2019 To 0.5 Pct From 1.0 Pct,2019-04-11,EWG,2019-04-11 17:51:00+00:00,ISHARES INC,83213.0,46428680,0.001077155466191471,0.01219512801617384,0.013271192837673418,0.018651380158153597,0.024748943929414624,0.02367294738309278,-0.006456185513756929,0.024090671904369643,0.0072333007119596004,-0.001792087747875537,-0.0032211940849440346,-0.001792087790392194,0.03570104177017974,0.02502761511168039,0.06786811854662567,0.0,-0.31,0.41,0.01,83213,252,0.1077%,-0.0007,0.8751,0.075,0.266,0.7240%,1.0814%,55.1777%,0.0116%,15
"M6.1 Earthquake Reported East of Honshu, Japan",2019-04-11,EWJ,2019-04-11 08:29:00+00:00,ISHARES INC,83225.0,46434G82,-0.003093757666647434,0.005111401900649071,0.004928814520961167,0.008944900967737146,0.01040525177234386,0.011318049412544662,-0.018802461568373174,0.006500539388331061,0.0001820556353777647,-0.005249835445420237,-0.007585302188300891,-0.007406066609916051,0.0042032074195277325,0.0010931200259907126,0.043684695470880275,0.0,-0.31,0.41,0.01,83225,252,-0.3094%,-0.0005,0.7404,0.0336,0.1898,0.5377%,0.8696%,61.7637%,-0.3868%,7
Élysée Official Says France Does Not Want Trade War Or Tension With The United States But Cannot Support Opening Of Negotiations With A Country That Does Not Respect Paris Climate Accord; Country Will Vote Against The Opening Of Trade Negotiations With US,2019-04-11,EWU,2019-04-11 16:55:00+00:00,ISHARES TRUST,14907.0,46435G33,-0.001184046850539744,0.00592759158462286,0.00533480980886214,0.0038529119593981864,0.0020746797720707644,-0.006520486271777259,-0.03971547407655163,-0.022367886548504745,0.003267021616920829,-0.0023627236824631526,-0.000591729358249804,-0.0017730900154371287,0.019004441180747733,0.03239601066625997,0.11228178442618031,0.0,-0.31,0.41,0.01,14907,252,-0.1184%,-0.0002,0.6681,0.0085,0.2607,0.5810%,0.8363%,51.7317%,-0.2321%,42
