headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,headline_word_count
"Codexis Highlights Publication, With Merck, Of Efficient Enzymatic Cascade Process For Synthesis Of Investigational Anti-HIV Agent, Islatravir",2019-12-05,CDXS,2019-12-05 21:19:00+00:00,CODEXIS INC,93345.0,19200510,-0.001304599107243121,0.014369647949934006,0.01894186503320583,0.02416720287453944,0.03331151279087741,0.0796864940300559,0.14859560175580944,-0.21358591199296928,0.00988139770925045,-0.007766982876542872,-0.013513515851807045,-0.01160543499106248,0.025418067168200942,0.14062502299938262,0.09656654837291545,17
Cerus Corporation Announces New Five-Year INTERCEPT Blood System Agreement With Swiss Transfusion SRC,2019-12-12,CERS,2019-12-12 13:33:00+00:00,CERUS CORP,84413.0,15708510,0.04675332829356194,-0.009925607591867558,-0.017369768766398286,0.019851096398548318,0.0297766443936891,0.06203473564518158,0.029776646442541965,0.18114143476909428,0.002604164183139801,-0.005167954088542981,-0.0586797653454566,-0.07894735366066186,-0.06553398032794999,-0.15384620970921248,-0.2708333808290839,13
"UBS Maintains Buy on CF Industries Holdings, Lowers Price Target to $58",2019-12-19,CF,2019-12-19 12:36:00+00:00,C F INDUSTRIES HOLDINGS INC,90829.0,12526910,-0.003223677631467581,0.040965884923934937,0.02953857224834211,0.0336351357423923,0.025226352511992012,-0.008193208277272435,-0.11448903087604878,-0.5407242531507628,-0.008312007412314415,-0.007465918576909147,0.03079307627432626,0.044209994923856355,0.03931200231913201,-0.0188330330969676,-0.04191698412686773,12
"Morgan Stanley Maintains Equal-Weight on CF Industries Holdings, Lowers Price Target to $45",2019-12-11,CF,2019-12-11 12:53:00+00:00,C F INDUSTRIES HOLDINGS INC,90829.0,12526910,0.01226717233657837,0.018850989639759064,0.013016112504387278,0.052064623742363425,0.044209994923856355,0.08752238966244175,-0.115350156680879,-0.30510905518958886,-0.03039649873971939,-0.029113359265844796,-0.00967379748005237,-0.020689661715330154,-0.04903867752209001,-0.03327828365707075,-0.13703042611407956,13
Bernstein Downgrades CF Industries Holdings to Underperform,2019-12-10,CF,2019-12-10 13:01:00+00:00,C F INDUSTRIES HOLDINGS INC,90829.0,12526910,-0.03039649873971939,0.01226717233657837,0.03134941031496341,0.02544295573620925,0.0658790938155911,0.08905039170745743,-0.07019536751820488,-0.2865130160344914,0.0013233651407063007,0.02137234574001834,0.014071947246372174,-0.006347057558522051,0.010011141163297044,-0.00967078806148991,-0.08447626984271106,7
"Citigroup Upgrades Citizens Financial Group to Neutral, Raises Price Target to $41",2019-12-16,CFG,2019-12-16 12:29:00+00:00,CITIZENS FINANCIAL GROUP INC,14889.0,17461010,0.004237337503582239,0.0059567601419985294,0.002730221195263116,0.000496412617001285,0.003722951567185717,0.0079424100576595,-0.049417401528302984,-0.40673215423245257,-0.01084818597882986,0.02503831426499259,0.020086374933892204,0.02792724172510619,0.04316172559693365,0.14106937326202806,0.12038243905325796,12
"The Carlyle Group Reports Purchase Of Majority Stake In Dept, No Terms Disclosed",2019-12-20,CG,2019-12-20 11:17:00+00:00,CARLYLE GROUP L P,13405.0,14316J10,-0.001918202382512391,-0.006406113505363464,-0.0022421428824717093,0.0009609444122322675,0.016976319158085396,0.004164030525080076,0.046124295301830376,-0.35504605646315135,0.014596197754144669,0.02289080381222175,0.03132214894244978,0.048608809621508264,0.06177873846661952,0.14865746747283137,0.18169694336310327,13
"Deutsche Bank Maintains Hold on Carlyle Group, Raises Price Target to $31",2019-12-19,CG,2019-12-19 13:48:00+00:00,CARLYLE GROUP L P,13405.0,14316J10,0.01459619775414467,-0.0019182023825123906,-0.008312027665687172,-0.004156044381165014,-0.0019182024760999727,0.005434783862435788,0.07097184088167818,-0.44971556767332765,0.008175278082489967,0.016485328079613115,0.03839674568122775,0.021537429293913002,0.05473829485544046,0.11432931872815288,0.18102023825223212,12
"UBS Downgrades Carlyle Group to Neutral, Lowers Price Target to $31",2019-12-12,CG,2019-12-12 12:51:00+00:00,CARLYLE GROUP L P,13405.0,14316J10,-0.01159709692001343,-0.004693241324275732,0.016761649787881083,0.025142474361327327,0.04860880962150804,0.046597365606431795,0.11163258100365892,-0.24492446131528844,0.025484198704361694,0.03462462122628018,0.023397778928768265,0.032500880153237155,0.021319832896633084,0.10987554638077279,0.1730044952501133,11
"Credit Suisse Maintains Neutral on Carlyle Group, Raises Price Target to $28",2019-12-04,CG,2019-12-04 14:02:00+00:00,CARLYLE GROUP L P,13405.0,14316J10,0.02167070657014847,0.007868612185120583,0.008894978484316862,-0.0020526682136423613,0.032500880153237155,0.05473829485544046,0.13855625122340354,0.007780891646153254,-0.034424521028995514,-0.03993283992846475,-0.042503298385628274,-0.010034567511599701,0.011311406966507676,0.05137384347674101,0.15228227451737175,12
