headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"JP Morgan Earlier Assumed RenaissanceRe Holdings at Underweight, Announced $173 Price Target",2019-11-12,RNR,2019-11-12 15:44:00+00:00,RENAISSANCERE HOLDINGS LTD,83728.0,G7496G10,-0.003778252983465791,0.0034675155766308308,0.00167956618175924,-0.005472231298801367,0.012082113222785074,0.02421837617783118,0.050960118941798305,0.08233043632702364,0.003683882998302579,0.004936014700046343,-0.005101476825929874,-0.004192415135474636,0.013622964796716985,-0.04228479139000718,-0.021734443923765112,0.16,-0.12,-0.15,0.006,83728,252,-0.3778%,0.0012,0.4857,-0.3885,-0.0194,1.0942%,1.1978%,16.5559%,-0.5112%,12
Rockwell Automation Sees FY20 Adj. EPS $8.70-$9.10 vs $8.59 Est.,2019-11-12,ROK,2019-11-12 12:11:00+00:00,ROCKWELL AUTOMATION INC,84381.0,77390310,0.1049665063619614,0.0003030797524843365,0.003737212750597685,0.011413614564800056,-0.006767316482570118,-0.008534857660321138,0.03136208660424189,0.02934201686688076,0.007760598324239254,0.012232011476157822,0.01013291429801022,-0.008919951724946973,0.0197346780588743,0.09361594976101673,0.1990414158904481,0.16,-0.12,-0.15,0.006,84381,252,10.4967%,0.0005,1.2894,0.1987,0.6383,1.3494%,1.8802%,48.4895%,10.4085%,10
"Rockwell Automation Q4 Adj. EPS $2.01 Beats $1.92 Estimate, Sales $1.73B Beat $1.65B Estimate",2019-11-12,ROK,2019-11-12 12:10:00+00:00,ROCKWELL AUTOMATION INC,84381.0,77390310,0.1049665063619614,0.0003030797524843365,0.003737212750597685,0.011413614564800056,-0.006767316482570118,-0.008534857660321138,0.03136208660424189,0.02934201686688076,0.007760598324239254,0.012232011476157822,0.01013291429801022,-0.008919951724946973,0.0197346780588743,0.09361594976101673,0.1990414158904481,0.16,-0.12,-0.15,0.006,84381,252,10.4967%,0.0005,1.2894,0.1987,0.6383,1.3494%,1.8802%,48.4895%,10.4085%,14
"Sage Therapeutics Q3 EPS $(3.48) Misses $(3.36) Estimate, Sales $3.57M Miss $3.6M Estimate",2019-11-12,SAGE,2019-11-12 11:44:00+00:00,SAGE THERAPEUTICS INC,14828.0,78667J10,-0.01932931505143642,0.017661603167653084,-0.005369195882103939,0.033698369182523,0.045284376248057034,0.06103849460420774,-0.4760861406728589,-0.5128929712768611,-0.014071022160351276,0.038940500417652846,0.0405881993033228,0.00445371562832797,0.014549739108361104,0.028868789631681713,-0.1090123764089368,0.16,-0.12,-0.15,0.006,14828,252,-1.9329%,0.001,0.9654,2.588,-1.5312,3.3934%,3.9896%,27.6537%,-2.0147%,13
"Salem Media Group Q3 EPS $(0.75) Misses $(0.01) Estimate, Sales $64.1M Beat $62.27M Estimate",2019-11-12,SALM,2019-11-12 20:02:00+00:00,SALEM MEDIA GROUP INC,87121.0,79409310,0.07432433217763901,-0.08805030584335327,-0.0566037953581815,-0.04402519129219373,-0.050314493329706944,-0.056603794765787585,-0.07305113133462948,-0.14337139415611144,0.017182113602757454,0.020689634566888104,-0.006711402959370116,-0.051282003000258425,-0.0451612467516046,-0.0326797023382307,-0.08933823630839244,0.16,-0.12,-0.15,0.006,87121,252,7.4324%,-0.0013,0.3595,0.7955,0.5374,3.4018%,3.4644%,3.5794%,7.5500%,14
"ScanSource Sees Q2 EPS Guidance Of $0.80 - $0.85 Vs $0.88 Estimate, Sales Guidance Of $1.03B - $1.09B Vs $1.02B Estimate",2019-11-12,SCSC,2019-11-12 21:33:00+00:00,SCANSOURCE INC,80362.0,80603710,0.0002943279687315226,0.021777566522359848,0.02560326551297054,0.037374940493226205,0.04443796820843349,0.03914072582077077,0.08563860782334931,-0.12889933179413227,0.0026564388535916805,0.006816820557797421,0.01387852951171653,0.01584936032219142,0.0538235009731407,0.11194769664925563,0.07978392327386308,0.16,-0.12,-0.15,0.006,80362,252,0.0294%,-0.0006,1.1536,1.1862,0.4903,1.3528%,1.9559%,52.1634%,0.0548%,21
"ScanSource Q1 EPS $0.72 Misses $0.73 Estimate, Sales $1.0069B Beat $957.93M Estimate",2019-11-12,SCSC,2019-11-12 21:29:00+00:00,SCANSOURCE INC,80362.0,80603710,0.0002943279687315226,0.021777566522359848,0.02560326551297054,0.037374940493226205,0.04443796820843349,0.03914072582077077,0.08563860782334931,-0.12889933179413227,0.0026564388535916805,0.006816820557797421,0.01387852951171653,0.01584936032219142,0.0538235009731407,0.11194769664925563,0.07978392327386308,0.16,-0.12,-0.15,0.006,80362,252,0.0294%,-0.0006,1.1536,1.1862,0.4903,1.3528%,1.9559%,52.1634%,0.0548%,12
SCYNEXIS Q3 EPS $(0.14) Down From $0.01 YoY,2019-11-12,SCYX,2019-11-12 13:45:00+00:00,SCYNEXIS INC,14668.0,81129220,0.05263163521885872,-0.016666749492287525,-0.03333340013336705,-0.06250003721736919,-0.06666669989050167,-0.09166667458262368,-0.2860833624444029,-0.26666670192691144,-0.025641001760959625,-0.04201686393772386,-0.10937498895432762,-0.1555555799321955,0.027027006750327986,0.07042247319662032,0.05555551351967125,0.16,-0.12,-0.15,0.006,14668,252,5.2632%,0.0021,0.9018,1.5522,-0.7207,5.2405%,5.4383%,7.1426%,5.1942%,8
Seattle Genetics Submits Arbitration Demand Against Daiichi Sankyo Over Technology Ownership,2019-11-12,SGEN,2019-11-12 22:17:00+00:00,SEAGEN INC,88949.0,81181C10,0.02160661295056343,0.01419016346335411,0.023951568049690675,0.03714751047569731,0.06543743502566035,0.0896601425729715,0.026572690692092005,0.05305497971883777,-0.00036914608790539205,0.04074577779020072,0.0022210390672774416,0.01699694936244911,0.023919885934538643,0.26814988687520747,0.36742431585270197,0.16,-0.12,-0.15,0.006,88949,252,2.1607%,0.0025,1.068,0.8708,-0.8174,2.6175%,2.9871%,23.2171%,1.9676%,11
US Silica shares are trading lower. The stock has dropped approximately 34% over the past month.,2019-11-12,SLCA,2019-11-12 20:11:00+00:00,U S SILICA HOLDINGS INC,13253.0,90346E10,-0.07360867410898209,-0.03100772388279438,-0.0813953665978353,-0.06976737827938018,-0.12596892343871013,-0.031007725219316717,0.19695699646055598,0.12447345715630687,-0.01241129357367754,0.0182816059521429,0.04896426185171365,0.014572027110083763,-0.28681175571740636,-0.4173640284048724,-0.54968576518039,0.16,-0.12,-0.15,0.006,13253,252,-7.3609%,-0.0019,1.7718,2.3814,2.023,4.4393%,5.1084%,24.4787%,-7.0647%,16
"Wells Fargo Maintains Market Perform on SM Energy, Lowers Price Target to $20",2019-11-12,SM,2019-11-12 13:11:00+00:00,S M ENERGY CO,78170.0,78454L10,-0.002055447548627853,-0.05149330571293831,-0.0865087700158449,-0.05355308703032624,-0.12461380531210398,-0.11534499459271152,0.1472708734865662,-0.07106071933999902,-0.008155032992363087,1.2978018659737245e-10,0.02205872735234382,0.01038415743759935,0.18658534474313848,0.010606207756395314,-0.0017560355650863002,0.16,-0.12,-0.15,0.006,78170,252,-0.2055%,-0.002,2.3455,1.4858,2.4308,3.8877%,4.7945%,34.2493%,-0.0446%,13
Bernstein Initiates Coverage On Smith & Nephew with Outperform Rating,2019-11-12,SNN,2019-11-12 12:56:00+00:00,SMITH & NEPHEW PLC,87444.0,83175M20,-0.001181825762614608,0.019167093560099602,0.014907739501378137,0.022479904944751494,0.02508285360556095,0.055844785759949556,0.13606247384655878,0.14647426828076315,-0.004470556043088436,-0.00913347530520292,-0.014671571759524382,-0.014442090557163056,-0.026908881764523662,-0.11544133867483342,-0.08127300004011473,0.16,-0.12,-0.15,0.006,87444,252,-0.1182%,0.0003,0.3535,-0.083,-0.4998,1.1488%,1.2625%,17.1919%,-0.2656%,10
"Sotherly Hotels Q3 FFO $0.28 Up From $0.06 YoY, Sales $42.55M Miss $42.7M Estimate",2019-11-12,SOHO,2019-11-12 11:37:00+00:00,SOTHERLY HOTELS INC,90506.0,83600C10,0.004680220037698746,0.02086323961663905,0.033624016991455896,0.016609645797674544,0.03362401569703244,0.10168149968975326,0.06765275663071213,0.04213120765315215,-0.02893501858096792,-0.008788461491304078,-0.0004938127859664965,0.09078530705372456,0.1652780175072679,-0.11196288239992513,-0.3612781072593555,0.16,-0.12,-0.15,0.006,90506,252,0.4680%,0.0001,0.3665,-0.0517,0.2186,1.5673%,1.6082%,5.0285%,0.4302%,14
Source Capital Reports Termination Of Buyback Plan,2019-11-12,SOR,2019-11-12 16:56:00+00:00,SOURCE CAPITAL INC,62068.0,83614410,0.002406737999990582,-0.0007845895015633486,-0.0014384805799124711,-0.000915387642836718,-0.0053616273760727085,0.003530752464419251,0.020665171022778095,0.07147466410656667,0.0003435519465710968,-0.0007020762343672438,0.007214179758169514,0.010683577637615738,0.019599037848057943,0.04460136604857268,0.07990528761236781,0.16,-0.12,-0.15,0.006,62068,252,0.2407%,0.0002,0.6453,0.1035,0.0141,0.6245%,0.9139%,53.2952%,0.1457%,7
Steel Partners Sees FY19 Sales $1.5B-$1.6B,2019-11-12,SPLP,2019-11-12 21:42:00+00:00,STEEL PARTNERS HOLDINGS LP,13366.0,85814R10,-0.01059495564550161,0.004563417751342058,0.004118553043943374,-0.004942374107839487,-0.02800660123291987,-0.008237263975581888,0.023887968261127046,-0.03377271941075666,0.0032707208301872015,0.0016326903259020753,0.0049140390516637655,-0.004341236568465745,0.009876613923820221,-0.041406227491390446,-0.0704544960505128,0.16,-0.12,-0.15,0.006,13366,252,-1.0595%,-0.0009,0.0863,0.0163,0.024,1.3569%,1.3598%,0.4178%,-1.0738%,6
"Steel Partners Holdings Q3 EPS $(0.12) Up From $(0.23) YoY, Sales $396.34M Down From $405.319M YoY",2019-11-12,SPLP,2019-11-12 21:42:00+00:00,STEEL PARTNERS HOLDINGS LP,13366.0,85814R10,-0.01059495564550161,0.004563417751342058,0.004118553043943374,-0.004942374107839487,-0.02800660123291987,-0.008237263975581888,0.023887968261127046,-0.03377271941075666,0.0032707208301872015,0.0016326903259020753,0.0049140390516637655,-0.004341236568465745,0.009876613923820221,-0.041406227491390446,-0.0704544960505128,0.16,-0.12,-0.15,0.006,13366,252,-1.0595%,-0.0009,0.0863,0.0163,0.024,1.3569%,1.3598%,0.4178%,-1.0738%,16
"Wells Fargo Maintains Outperform on The E W Scripps, Raises Price Target to $18",2019-11-12,SSP,2019-11-12 13:13:00+00:00,E W SCRIPPS CO,84176.0,81105440,0.02153436467051506,-0.055006589740514755,-0.061923618375735345,-0.05335971125601413,-0.03689067352192188,0.011857664813642144,0.033781429747489655,-0.14402372405549002,-0.02748691663146019,0.045006987759836026,0.06983436085111516,0.054274520160795925,0.05390065640390507,0.11897590042768469,0.25743553781880135,0.16,-0.12,-0.15,0.006,84176,252,2.1534%,0.0002,1.1071,1.5341,0.8485,2.0427%,2.5450%,35.5776%,2.2842%,14
"Sypris Solutions Sees Q4 Sales $23M-$25M vs $27.05M Est., Sees FY20 Sales $95M-$105M vs $105.35M Est.",2019-11-12,SYPR,2019-11-12 12:54:00+00:00,SYPRIS SOLUTIONS INC,80534.0,87165510,-0.1913410276174545,-0.0025215495843439184,-0.050020505718914365,-0.04345277479805709,-0.0031079125689800202,-0.014836113968836218,-0.0577611083345142,0.11417345791369327,0.02368931658565998,0.054399966795243504,0.054399966795243504,0.05439996731565766,0.10977788092529184,0.008995225199066814,0.07591832317499203,0.16,-0.12,-0.15,0.006,80534,252,-19.1341%,-0.0004,-0.0912,0.1923,0.2632,5.0875%,5.0923%,0.1902%,-19.0710%,16
"Sypris Solutions Q3 EPS $(0.07) Up From $(0.11) YoY, Sales $22.3M Up From $21.101M YoY",2019-11-12,SYPR,2019-11-12 12:48:00+00:00,SYPRIS SOLUTIONS INC,80534.0,87165510,-0.1913410276174545,-0.0025215495843439184,-0.050020505718914365,-0.04345277479805709,-0.0031079125689800202,-0.014836113968836218,-0.0577611083345142,0.11417345791369327,0.02368931658565998,0.054399966795243504,0.054399966795243504,0.05439996731565766,0.10977788092529184,0.008995225199066814,0.07591832317499203,0.16,-0.12,-0.15,0.006,80534,252,-19.1341%,-0.0004,-0.0912,0.1923,0.2632,5.0875%,5.0923%,0.1902%,-19.0710%,15
Sysco Acquires Hawaii-Based Armstrong Produce and Kula Produce; Terms Not Disclosed,2019-11-12,SYY,2019-11-12 22:01:00+00:00,SYSCO CORP,52038.0,87182910,0.001871509943157434,0.011457012966275215,0.01494392158734259,0.01631379214046169,-0.00012456019491058345,0.004358635602962568,0.06525526263758819,-0.036499780458291387,-0.0031094527803361416,-0.00927070431489474,-0.011226203388460587,-0.00816725627642334,0.01635811527684594,0.014496310620944364,0.1040434427716328,0.16,-0.12,-0.15,0.006,52038,252,0.1872%,0.0005,0.4751,-0.1614,-0.0286,0.9399%,1.0528%,20.2868%,0.0811%,11
"Teva Vs. Amneal: JPMorgan Sees Hope For One, Decline For The Other",2019-11-12,TEVA,2019-11-12 15:47:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03001068904995918,0.017689915373921394,-0.024973961099672204,0.06139440227813142,0.07075966266103051,0.02705518244695071,0.05515096483973814,0.28511975390084876,0.0032257777638733387,0.10153478558044804,0.15185178814879374,0.06022724083452147,0.14198284488998936,0.35610461360611323,0.4555382443745126,0.16,-0.12,-0.15,0.006,75652,252,3.0011%,-0.0026,1.3422,1.6373,1.2076,2.8832%,3.3957%,27.9063%,3.1588%,12
Teva Shares Unaffected Following Earlier Bloomberg Article 'Teva's Links to Opioid Epidemic May Triple Funding Costs',2019-11-12,TEVA,2019-11-12 15:29:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03001068904995918,0.017689915373921394,-0.024973961099672204,0.06139440227813142,0.07075966266103051,0.02705518244695071,0.05515096483973814,0.28511975390084876,0.0032257777638733387,0.10153478558044804,0.15185178814879374,0.06022724083452147,0.14198284488998936,0.35610461360611323,0.4555382443745126,0.16,-0.12,-0.15,0.006,75652,252,3.0011%,-0.0026,1.3422,1.6373,1.2076,2.8832%,3.3957%,27.9063%,3.1588%,16
"UPDATE: JP Morgan On Teva Also Notes 'However, TEVA's near-to-mid-term fundamentals are stabilizing (unlike some of its peers). Further, mgmt's comments on opioids appear encouraging'",2019-11-12,TEVA,2019-11-12 14:33:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03001068904995918,0.017689915373921394,-0.024973961099672204,0.06139440227813142,0.07075966266103051,0.02705518244695071,0.05515096483973814,0.28511975390084876,0.0032257777638733387,0.10153478558044804,0.15185178814879374,0.06022724083452147,0.14198284488998936,0.35610461360611323,0.4555382443745126,0.16,-0.12,-0.15,0.006,75652,252,3.0011%,-0.0026,1.3422,1.6373,1.2076,2.8832%,3.3957%,27.9063%,3.1588%,25
"UPDATE: JP Morgan Upgrades Teva To Neutral, Notes 'We remain fairly bearish on the longer-term setup for the company between its lack of growth-drivers (Ajovy underperforming expectations so far, lingering LOEs, etc.) and still high-leverage'",2019-11-12,TEVA,2019-11-12 14:32:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03001068904995918,0.017689915373921394,-0.024973961099672204,0.06139440227813142,0.07075966266103051,0.02705518244695071,0.05515096483973814,0.28511975390084876,0.0032257777638733387,0.10153478558044804,0.15185178814879374,0.06022724083452147,0.14198284488998936,0.35610461360611323,0.4555382443745126,0.16,-0.12,-0.15,0.006,75652,252,3.0011%,-0.0026,1.3422,1.6373,1.2076,2.8832%,3.3957%,27.9063%,3.1588%,35
JP Morgan Upgrades Teva Pharmaceutical Indus to Neutral,2019-11-12,TEVA,2019-11-12 11:36:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.03001068904995918,0.017689915373921394,-0.024973961099672204,0.06139440227813142,0.07075966266103051,0.02705518244695071,0.05515096483973814,0.28511975390084876,0.0032257777638733387,0.10153478558044804,0.15185178814879374,0.06022724083452147,0.14198284488998936,0.35610461360611323,0.4555382443745126,0.16,-0.12,-0.15,0.006,75652,252,3.0011%,-0.0026,1.3422,1.6373,1.2076,2.8832%,3.3957%,27.9063%,3.1588%,8
UPDATE: UBS On Target Notes 'a key question is whether it can prevent share loss to AMZN following its rollout of same day & next day free delivery for Prime members',2019-11-12,TGT,2019-11-12 18:19:00+00:00,TARGET CORP,49154.0,87612E10,-0.01901311427354813,0.0021227814722806215,0.025473023919720283,0.044854643168174446,0.029164743452828823,0.1780849434864613,0.19665354437711358,0.08607755880334556,0.0027235171291977167,-0.0012659319906572764,-0.0005429844594628808,0.015445438529629874,0.006653260201824773,0.03311189962207495,0.32172302239084427,0.16,-0.12,-0.15,0.006,49154,252,-1.9013%,0.0008,0.956,-0.1274,0.1515,1.9408%,2.1564%,18.9951%,-2.0537%,31
"UPDATE: UBS On Target Notes 'On the holiday front, we think TGT is planning for a similar degree of promotional intensity as it did last year'",2019-11-12,TGT,2019-11-12 18:19:00+00:00,TARGET CORP,49154.0,87612E10,-0.01901311427354813,0.0021227814722806215,0.025473023919720283,0.044854643168174446,0.029164743452828823,0.1780849434864613,0.19665354437711358,0.08607755880334556,0.0027235171291977167,-0.0012659319906572764,-0.0005429844594628808,0.015445438529629874,0.006653260201824773,0.03311189962207495,0.32172302239084427,0.16,-0.12,-0.15,0.006,49154,252,-1.9013%,0.0008,0.956,-0.1274,0.1515,1.9408%,2.1564%,18.9951%,-2.0537%,26
"UPDATE: UBS Maintains Neutral On Target, Raises Target To $112 As Firm Expects 'a solid 3Q' And Thinks 'the next potential inflection point is likely 4Q'",2019-11-12,TGT,2019-11-12 18:18:00+00:00,TARGET CORP,49154.0,87612E10,-0.01901311427354813,0.0021227814722806215,0.025473023919720283,0.044854643168174446,0.029164743452828823,0.1780849434864613,0.19665354437711358,0.08607755880334556,0.0027235171291977167,-0.0012659319906572764,-0.0005429844594628808,0.015445438529629874,0.006653260201824773,0.03311189962207495,0.32172302239084427,0.16,-0.12,-0.15,0.006,49154,252,-1.9013%,0.0008,0.956,-0.1274,0.1515,1.9408%,2.1564%,18.9951%,-2.0537%,26
"UBS Maintains Neutral on Target, Raises Price Target to $112",2019-11-12,TGT,2019-11-12 12:37:00+00:00,TARGET CORP,49154.0,87612E10,-0.01901311427354813,0.0021227814722806215,0.025473023919720283,0.044854643168174446,0.029164743452828823,0.1780849434864613,0.19665354437711358,0.08607755880334556,0.0027235171291977167,-0.0012659319906572764,-0.0005429844594628808,0.015445438529629874,0.006653260201824773,0.03311189962207495,0.32172302239084427,0.16,-0.12,-0.15,0.006,49154,252,-1.9013%,0.0008,0.956,-0.1274,0.1515,1.9408%,2.1564%,18.9951%,-2.0537%,10
TG Therapeutics Q3 EPS $(0.69) May Not Compare To $(0.34) Estimate,2019-11-12,TGTX,2019-11-12 12:38:00+00:00,T G THERAPEUTICS INC,82670.0,88322Q10,-0.02824130840599537,0.04359311982989311,0.0535006236987543,0.05680314616664983,0.047556095976915236,-4.230552574924218e-10,0.4702773908903781,1.0871862445765426,-0.04651164263486862,-0.0025608182504521793,0.02030120808783531,0.05270268306089143,0.14558819635158082,0.38735534394719995,0.1388888554730947,0.16,-0.12,-0.15,0.006,82670,252,-2.8241%,0.0023,1.7793,2.7525,-0.0028,3.4736%,4.2835%,34.2395%,-2.7916%,11
Tenet Announces Promotion of Saum Sutaria to President and COO,2019-11-12,THC,2019-11-12 13:31:00+00:00,TENET HEALTHCARE CORP,52337.0,88033G40,-0.002668443135917187,-0.008361204527318478,-0.014046825823794573,0.021739116412117898,0.06220737820102018,0.06755854203195621,0.2859532142961765,0.11839461403553697,0.009427567943930626,-0.0006666821271116286,0.010448245935921419,0.10545717559212897,0.1831096877331857,0.35533447123073136,0.47394295452258217,0.16,-0.12,-0.15,0.006,52337,252,-0.2668%,0.0012,1.6047,2.0296,0.4482,2.8855%,3.5593%,34.2789%,-0.2204%,10
T-Mobile shares are trading lower on continued momentum following reports indicating CEO John Legere is in talks to become CEO of WeWork.,2019-11-12,TMUS,2019-11-12 16:48:00+00:00,T MOBILE U S INC,91937.0,87259010,-0.02750568091869354,0.0069740526378154755,-0.007619837317622724,0.008265521546914512,-0.003486978017546938,0.013173144122522906,-0.0003874319608643262,0.09169570142994532,-0.0163083728402853,-0.02736376572574395,-0.02736376572574395,-0.016065193731437555,-0.033620546619345104,0.010790987646927208,0.024051483706613697,0.16,-0.12,-0.15,0.006,91937,252,-2.7506%,0.0002,0.6985,0.149,0.0136,1.1393%,1.3522%,29.0083%,-2.8492%,22
"Jefferies Analyst Randy Giveans Attributes Strength In Teekay Tankers To Rate Stabilization, Short Covering, Anticipation Ahead Of Trump's Trade Speech Later Tuesday, Co.'s Wednesday Earnings Report",2019-11-12,TNK,2019-11-12 16:41:00+00:00,TEEKAY TANKERS LTD,92518.0,Y8565N30,0.0781249925494194,-0.02415456622838974,0.08212564147863821,0.15458945818459302,0.15458945932471457,0.1316425363558722,0.4311595140237263,-0.1400966047697847,0.015873000025749207,-4.6196579894797196e-10,-0.015384661488608287,-0.11111116572068747,-0.11926610105459445,0.47692309825145873,0.8461538843160901,0.16,-0.12,-0.15,0.006,92518,252,7.8125%,0.003,1.4601,1.4366,0.9971,3.1486%,3.6253%,24.5665%,7.8978%,26
"Teekay Tankers shares are trading higher with the rate stabilization, short covering, anticipation ahead of Trump's trade speech later Tuesday, Co.'s Wednesday earnings report.",2019-11-12,TNK,2019-11-12 16:03:00+00:00,TEEKAY TANKERS LTD,92518.0,Y8565N30,0.0781249925494194,-0.02415456622838974,0.08212564147863821,0.15458945818459302,0.15458945932471457,0.1316425363558722,0.4311595140237263,-0.1400966047697847,0.015873000025749207,-4.6196579894797196e-10,-0.015384661488608287,-0.11111116572068747,-0.11926610105459445,0.47692309825145873,0.8461538843160901,0.16,-0.12,-0.15,0.006,92518,252,7.8125%,0.003,1.4601,1.4366,0.9971,3.1486%,3.6253%,24.5665%,7.8978%,24
'Tesla to locate first European production plant in Berlin' -FT,2019-11-12,TSLA,2019-11-12 21:57:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,10
Is Tesla's 40% Run Just The Beginning?,2019-11-12,TSLA,2019-11-12 20:46:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,7
'Tesla's safety problems at its Nevada Gigafactory detailed in new report' -CNBC,2019-11-12,TSLA,2019-11-12 19:40:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,12
"'California drops EV rebates for cars over $60k, plug-ins below 35 miles of EV range' -Electrek",2019-11-12,TSLA,2019-11-12 18:18:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,16
"Morgan Stanley Maintains Neutral, $250 Target On Tesla Ahead Of Co's Pickup Truck Unveil On November 21st As Firm Notes 'The event is significant as it marks a foray into one of the largest and most profitable segments in global autos'",2019-11-12,TSLA,2019-11-12 16:37:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,41
'Tesla is planning new largest Supercharger V3 station to connect LA and Phoenix'  -Electrek,2019-11-12,TSLA,2019-11-12 14:39:00+00:00,TESLA INC,93436.0,88160R10,0.01402531657367945,-0.010916490107774734,-0.0016574363840969886,0.006401339129624706,0.02740547005559657,-0.060040522705002375,0.23150347765656654,1.204098079552665,0.023580653592944145,0.028461547999216075,0.05667833600233885,0.08700033253952788,0.05303471095387424,0.4326815366793053,0.5690187846601797,0.16,-0.12,-0.15,0.006,93436,252,1.4025%,-0.0,1.2684,0.3495,-0.1749,2.9621%,3.2621%,17.5445%,1.2090%,14
"RBC Capital Initiates Coverage On TPG Specialty Lending with Outperform Rating, Announces $23 Price Target",2019-11-12,TSLX,2019-11-12 11:37:00+00:00,SIXTH ST SPECIALTY LENDING INC,14520.0,83012A10,0.01489756535738707,-0.0009173647267745055,-0.0077981687813083456,-0.010091711947637472,-0.005963264268273649,-0.017431154595309084,0.008851560032244965,0.05244971451258329,-0.003248245920985937,0.012729867164227748,-0.00739370718526744,0.005147343211804101,0.011775790539865882,0.023832222899923705,0.06964008649527598,0.16,-0.12,-0.15,0.006,14520,252,1.4898%,0.0004,0.3542,0.079,0.1388,0.8072%,0.8849%,16.7823%,1.4570%,15
Tyson Foods shares are trading higher despite the company reporting worse-than-expected Q4 EPS and sales results. The company also said it sees improved pork prices because of supply shortages in China.,2019-11-12,TSN,2019-11-12 15:12:00+00:00,TYSON FOODS INC,77730.0,90249410,0.07433813065290451,-0.00011244945198995993,0.016426633241684696,0.016314183792104364,0.01867691005909866,0.009225920255597764,0.03201673063133237,-0.07785406450932952,0.001210288144648075,-0.006246205676447514,-0.008865434615459522,0.00828763297708135,0.007919122361118358,-0.039586673908941106,-0.05281356698093498,0.16,-0.12,-0.15,0.006,77730,252,7.4338%,0.0012,0.4662,-0.2442,-0.2513,1.5701%,1.6543%,9.9258%,7.2885%,31
"Tyson Foods Has Started Seeing Improved Pork Prices Because Of Supply Shortages In China, Other Asian Nations Affected By Hog Disease African Swine Fever",2019-11-12,TSN,2019-11-12 14:26:00+00:00,TYSON FOODS INC,77730.0,90249410,0.07433813065290451,-0.00011244945198995993,0.016426633241684696,0.016314183792104364,0.01867691005909866,0.009225920255597764,0.03201673063133237,-0.07785406450932952,0.001210288144648075,-0.006246205676447514,-0.008865434615459522,0.00828763297708135,0.007919122361118358,-0.039586673908941106,-0.05281356698093498,0.16,-0.12,-0.15,0.006,77730,252,7.4338%,0.0012,0.4662,-0.2442,-0.2513,1.5701%,1.6543%,9.9258%,7.2885%,24
