headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
PG&E shares are trading higher after Bank of America reported on a new meeting with senior PG&E management.,2019-11-08,PCG,2019-11-08 15:42:00+00:00,P G & E CORP,13688.0,69331C10,0.07641196995973587,-0.033950585871935,0.08950615569784981,0.06790123885889576,0.14506173110208231,0.1280864019330208,0.6882715197206561,1.5987654416237622,-0.13005781173706055,-0.24749999885614216,-0.17193947258262365,-0.02431119403882509,-0.16388884978457696,-0.4373831518723137,-0.6220966626525688,0.31,0.06,-0.36,0.006,13688,252,7.6412%,-0.0035,0.9221,0.3891,0.513,9.4574%,9.5090%,1.0831%,7.5235%,18
PG&E Option Alert: Nov 22 $7.5 Calls Sweep (2) near the Ask: 1158 @ $0.5 vs 2318 OI; Ref=$6.375,2019-11-08,PCG,2019-11-08 15:24:00+00:00,P G & E CORP,13688.0,69331C10,0.07641196995973587,-0.033950585871935,0.08950615569784981,0.06790123885889576,0.14506173110208231,0.1280864019330208,0.6882715197206561,1.5987654416237622,-0.13005781173706055,-0.24749999885614216,-0.17193947258262365,-0.02431119403882509,-0.16388884978457696,-0.4373831518723137,-0.6220966626525688,0.31,0.06,-0.36,0.006,13688,252,7.6412%,-0.0035,0.9221,0.3891,0.513,9.4574%,9.5090%,1.0831%,7.5235%,19
Analyst Provides PG&E Bankruptcy Update After Meeting With Company Management,2019-11-08,PCG,2019-11-08 15:10:00+00:00,P G & E CORP,13688.0,69331C10,0.07641196995973587,-0.033950585871935,0.08950615569784981,0.06790123885889576,0.14506173110208231,0.1280864019330208,0.6882715197206561,1.5987654416237622,-0.13005781173706055,-0.24749999885614216,-0.17193947258262365,-0.02431119403882509,-0.16388884978457696,-0.4373831518723137,-0.6220966626525688,0.31,0.06,-0.36,0.006,13688,252,7.6412%,-0.0035,0.9221,0.3891,0.513,9.4574%,9.5090%,1.0831%,7.5235%,10
UPDATE: Victims Of California Wildfires Seeking Better Treatment In PG&E Bankruptcy,2019-11-08,PCG,2019-11-08 14:16:00+00:00,P G & E CORP,13688.0,69331C10,0.07641196995973587,-0.033950585871935,0.08950615569784981,0.06790123885889576,0.14506173110208231,0.1280864019330208,0.6882715197206561,1.5987654416237622,-0.13005781173706055,-0.24749999885614216,-0.17193947258262365,-0.02431119403882509,-0.16388884978457696,-0.4373831518723137,-0.6220966626525688,0.31,0.06,-0.36,0.006,13688,252,7.6412%,-0.0035,0.9221,0.3891,0.513,9.4574%,9.5090%,1.0831%,7.5235%,11
PG&E's $11B Insurance Deal Under Fire In Ch. 11 Plan Talks,2019-11-08,PCG,2019-11-08 14:16:00+00:00,P G & E CORP,13688.0,69331C10,0.07641196995973587,-0.033950585871935,0.08950615569784981,0.06790123885889576,0.14506173110208231,0.1280864019330208,0.6882715197206561,1.5987654416237622,-0.13005781173706055,-0.24749999885614216,-0.17193947258262365,-0.02431119403882509,-0.16388884978457696,-0.4373831518723137,-0.6220966626525688,0.31,0.06,-0.36,0.006,13688,252,7.6412%,-0.0035,0.9221,0.3891,0.513,9.4574%,9.5090%,1.0831%,7.5235%,11
Patterson Companies Reaches Settlement With FTC Regarding Complaint Related To Co.'s Willingness To Negotiate With 'Buying Groups',2019-11-08,PDCO,2019-11-08 20:49:00+00:00,PATTERSON COMPANIES INC,78034.0,70339510,0.004872775170952082,-0.01831897348165512,-0.018857778929850966,-0.015086140827845096,-0.005387951698748394,0.03825436613246769,0.10048490659698084,0.2690871386229283,0.00653945142403245,-0.005385050152202253,0.0221361157004627,0.0782253496826959,0.11198065258362888,0.07759642615584594,0.10880340008221667,0.31,0.06,-0.36,0.006,78034,252,0.4873%,-0.0005,0.8707,0.8525,0.8708,1.5747%,1.9315%,33.5308%,0.4590%,17
EMD Serono and Pfizer Announce Topline Results Of the Phase III JAVELIN Gastric 100 Trial,2019-11-08,PFE,2019-11-08 13:09:00+00:00,PFIZER INC,21936.0,71708110,0.003792993491515517,-0.0032388377003371716,-0.00215919081751903,-0.01214577012383622,0.006207814577444459,0.03454797778456031,0.06126856832426064,0.043244199384103066,-0.00904016848653555,-0.005602979565391464,-0.019984195379113223,-0.028668207195053363,0.024182482199260447,0.041643410715928475,0.08849293490581367,0.31,0.06,-0.36,0.006,21936,252,0.3793%,-0.001,0.6832,-0.3645,-0.0875,1.0719%,1.2745%,29.2635%,0.1449%,15
"Goldman Sachs Initiates Coverage On Paramount Group with Sell Rating, Announces $13 Price Target",2019-11-08,PGRE,2019-11-08 12:41:00+00:00,PARAMOUNT GROUP INC,15048.0,69924R10,-0.005805509630590677,0.0021897614933550358,-0.016788288880906888,-0.016058414766564222,-0.009489060309082475,-0.015328470911459835,0.008029241242832219,0.05503548051384244,0.023014064878225327,0.029126166709443124,0.005105739151970878,0.023014064296880576,0.04631736035511791,0.05176501956369184,0.06222634892071888,0.31,0.06,-0.36,0.006,15048,252,-0.5806%,-0.0003,0.5916,0.2106,0.0033,1.0104%,1.1935%,28.3264%,-0.7832%,14
KeyBanc Downgrades PGT Innovations to Sector Weight,2019-11-08,PGTI,2019-11-08 10:50:00+00:00,P G T INNOVATIONS INC,91363.0,69336V10,-0.005825252737849951,0.20451660702330576,0.10141605675934295,0.09010011998836465,-0.0733520528737941,0.14542233701960638,0.2925292838079889,0.9123901699342667,0.1989733227280983,0.07035351108684451,0.0023749122560647873,-0.03441970679512707,-0.3869656214490884,-0.46581127834011626,-0.4209094793743545,0.31,0.06,-0.36,0.006,91363,252,-0.5825%,-0.0008,0.9328,1.04,0.6986,2.1593%,2.4692%,23.5231%,-0.6883%,7
PolyMet Mining Q3 EPS Of $0.00 Missed $0.01 YoY,2019-11-08,PLM,2019-11-08 13:12:00+00:00,POLYMET MINING CORP,91306.0,73191640,0.01523806992918253,0.009068181738257408,-0.014696608838901892,0.04752976719120516,0.05096942902724222,-0.06504063158726225,-0.25984988243558715,-0.18699186450122474,-0.0069357105530797325,-0.008498586685395493,-0.00221728529427212,0.00031751944451108294,-0.0009514498958530515,-0.040219429249588656,-0.1000000008879306,0.31,0.06,-0.36,0.006,91306,252,1.5238%,-0.0031,0.0596,0.23,-0.3281,3.4897%,3.4992%,0.5397%,1.3794%,9
Insulet shares are trading higher on continued momentum after the stock reported better-than-expected Q3 earnings results 2 days ago.,2019-11-08,PODD,2019-11-08 16:33:00+00:00,INSULET CORP,92050.0,45784P10,0.02784018777310848,-0.029194248684571655,-0.023313729007442552,0.0011700952653193042,-0.006559761773860195,-0.03884714511818088,-0.07394543881024918,-0.03211593697853987,-0.05757958991142498,-0.016939381002641474,-0.03517978555481116,0.024395011113725662,0.04611088635532834,0.10513926183989275,0.3501790065675956,0.31,0.06,-0.36,0.006,92050,252,2.7840%,0.0021,0.9103,0.0804,-1.269,2.4436%,2.7962%,23.6286%,2.0310%,19
"The Week In Cannabis: Drake And Tony Hawk Get In The Weeds, Linton Joins Vireo, And A Myriad Of Earnings",2019-11-08,PRGO,2019-11-08 22:10:00+00:00,PERRIGO CO PLC,77182.0,G9782210,0.00562585424631834,-0.01898103393614292,-0.0351648006956925,-0.03316682923747094,-0.013386576513626514,-0.020779238724213167,0.08216779113978956,0.18428560027057572,-0.014650522731244564,-0.08088644377184151,-0.07525082195736099,-0.06129762306534603,-0.07816264301583675,-0.07782102610421204,0.06822231253857902,0.31,0.06,-0.36,0.006,77182,252,0.5626%,-0.001,1.2157,1.1437,0.3331,2.6472%,3.0236%,23.3483%,0.2314%,20
Qualcomm shares are trading higher after DZ Bank upgraded the company's stock from Sell to Hold.,2019-11-08,QCOM,2019-11-08 18:16:00+00:00,QUALCOMM INC,77178.0,74752510,0.04500994831323624,-0.023290464654564857,-0.03254277923323956,-0.037860231306304004,-0.034244402857327216,-0.09720301404320697,-0.05223742814247545,-0.029092483110656375,0.0632164254784584,0.052890288917330164,0.05746864474200053,0.11859771775355576,0.13913160666198587,0.16328384001199714,0.279320321538971,0.31,0.06,-0.36,0.006,77178,252,4.5010%,0.0017,1.1083,0.1694,0.3798,2.3331%,2.5895%,18.8185%,4.2956%,16
"Argus Research Reiterates Buy on Qualcomm, Raises Price Target to $110",2019-11-08,QCOM,2019-11-08 13:14:00+00:00,QUALCOMM INC,77178.0,74752510,0.04500994831323624,-0.023290464654564857,-0.03254277923323956,-0.037860231306304004,-0.034244402857327216,-0.09720301404320697,-0.05223742814247545,-0.029092483110656375,0.0632164254784584,0.052890288917330164,0.05746864474200053,0.11859771775355576,0.13913160666198587,0.16328384001199714,0.279320321538971,0.31,0.06,-0.36,0.006,77178,252,4.5010%,0.0017,1.1083,0.1694,0.3798,2.3331%,2.5895%,18.8185%,4.2956%,11
DZ Bank Upgrades Qualcomm to Hold,2019-11-08,QCOM,2019-11-08 12:02:00+00:00,QUALCOMM INC,77178.0,74752510,0.04500994831323624,-0.023290464654564857,-0.03254277923323956,-0.037860231306304004,-0.034244402857327216,-0.09720301404320697,-0.05223742814247545,-0.029092483110656375,0.0632164254784584,0.052890288917330164,0.05746864474200053,0.11859771775355576,0.13913160666198587,0.16328384001199714,0.279320321538971,0.31,0.06,-0.36,0.006,77178,252,4.5010%,0.0017,1.1083,0.1694,0.3798,2.3331%,2.5895%,18.8185%,4.2956%,6
"KeyBanc Maintains Overweight on Q2 Holdings, Lowers Price Target to $97",2019-11-08,QTWO,2019-11-08 10:51:00+00:00,Q 2 HOLDINGS INC,14516.0,74736L10,0.04768826439976692,0.030391374602913857,0.02622813471814589,0.04801553058521568,0.08937000663281403,0.14238138234771713,0.14668331860446493,0.1922010346422791,0.006438432261347771,-0.008362194837145509,0.0067330080355318955,-0.037907388558265476,-0.00029075890363150503,-0.15514070554903425,-0.21929626289347515,0.31,0.06,-0.36,0.006,14516,252,4.7688%,0.0008,1.0923,0.3276,-0.9866,1.7866%,2.2870%,38.9733%,4.0546%,11
Recon Technology's Future Gas Station Subsidiary Signs Data Management And Marketing Cooperation With Ping An Property Insurance,2019-11-08,RCON,2019-11-08 13:45:00+00:00,RECON TECHNOLOGY LTD,92986.0,G7415M12,0.05263152718544006,0.00014288084639701992,0.0011386190374449434,3.1870506234099594e-11,-0.0188571214363209,-0.0571428032214476,-0.11428569015685186,-0.4000000412937811,-0.026482529938220978,0.021505371595296197,-0.005891402737572382,-0.02777777124950198,-0.053246025232878025,-0.10135133319003731,0.031007811086675163,0.31,0.06,-0.36,0.006,92986,252,5.2632%,-0.0008,-0.2649,0.3195,0.7724,4.0260%,4.0730%,2.2922%,5.5871%,17
Cantor Fitzgerald Upgrades Royal Gold to Buy,2019-11-08,RGLD,2019-11-08 12:12:00+00:00,ROYAL GOLD INC,67847.0,78028710,-0.001670351135544479,-0.011359642259776592,-0.00748501679325031,0.0008806453513034995,0.014265610381404503,0.030732700487489772,0.03856996240033195,-0.04005432132079745,0.03900252655148506,0.027180804644861167,0.023760233037643852,-0.014639659239097602,-0.06146862277810805,-0.10497291693696642,-0.07669973854053791,0.31,0.06,-0.36,0.006,67847,252,-0.1670%,0.0017,-0.1827,-0.0391,-0.5423,1.7161%,1.7522%,4.0753%,-0.3022%,7
"PiperJaffray Maintains Neutral on Ralph Lauren, Raises Price Target to $102",2019-11-08,RL,2019-11-08 14:43:00+00:00,RALPH LAUREN CORP,85072.0,75121210,-0.01642605289816856,0.0021095676347613335,-0.02118305374916285,-0.02733579168782918,-0.010195974539822461,-0.05414429178222269,0.035334484617724815,0.07343796443584316,0.1466098427772522,0.13335293516109625,0.1679119227062651,0.20414325280387202,0.191000767950249,0.24202728808729534,0.32639606671661214,0.31,0.06,-0.36,0.006,85072,252,-1.6426%,-0.0003,1.2422,0.5027,0.6916,1.7900%,2.2291%,35.5178%,-1.8085%,11
"Rayonier Advanced Materials shares are trading higher after the company's President & CEO bought 100K shares at an average price of $3.63 per share. When an insider Buys shares, the market may perceive it as a sign of confidence in the company's outlook.",2019-11-08,RYAM,2019-11-08 16:20:00+00:00,RAYONIER ADVANCED MATERIALS INC,14682.0,75508B10,0.1357702314853668,0.00919539388269186,0.02528738721245727,-0.05517235977200108,-0.08505744559587536,-0.19310342937372116,-0.10574708050001824,-0.25517239379119516,-0.044887855648994446,0.0911680731655995,-0.12557080939212084,-0.08153479852233714,-0.146993285147216,-0.06127449650783934,0.40293039961338484,0.31,0.06,-0.36,0.006,14682,252,13.5770%,-0.0026,1.5273,1.8151,1.0813,5.0779%,5.4536%,13.3061%,13.3853%,43
Sangamo Therapeutics Announces New Scientific Advisory Board,2019-11-08,SGMO,2019-11-08 13:36:00+00:00,SANGAMO THERAPEUTICS INC,88195.0,80067710,0.05460387840867043,-0.007106664590537548,-0.023350303166101982,-0.016243735643827528,-0.044670103737168176,-0.004060908638891525,-0.0913706075776064,-0.21624370295819018,-0.012684977613389381,-0.012684977613389381,0.018538722793590923,0.03204419639902123,0.07727798178443379,-0.010593158997683205,-0.19204153833255,0.31,0.06,-0.36,0.006,88195,252,5.4604%,-0.0003,1.6446,2.6266,-1.1962,3.9683%,4.7282%,29.5607%,4.3646%,7
Mid-Afternoon Market Update: Sientra Rises Following Q3 Results; AnaptysBio Shares Slide,2019-11-08,SIEN,2019-11-08 19:22:00+00:00,SIENTRA INC,15016.0,82621J20,0.2628571689128876,-0.03054303675889969,-0.02941178912926301,-0.039027177613574104,-0.08710412092416375,-0.04411768555514006,-0.0022624965773279104,-0.279411793775593,0.0014306479133665562,-0.017543859297808995,0.03397341658523101,0.08864699923376929,0.13452187025800222,0.029411738430638712,0.07033640322529888,0.31,0.06,-0.36,0.006,15016,252,26.2857%,-0.0021,1.2358,2.006,-0.8592,4.6097%,4.9982%,14.9417%,25.5245%,11
"'U.S. Secretary of #Education Betsy DeVos announced today that students who attended Art Institute of Colorado or the Illinois Institute of Art between January 20, 2018, and December 31, 2018, will have their student loans cancelled' -Boston 25 Reporter",2019-11-08,SLM,2019-11-08 15:29:00+00:00,S L M CORP,66325.0,78442P10,-0.02538636699318886,-0.010192543268203735,-0.005662536379541283,-0.0169874998560523,-0.016987500083950557,-0.01019254356492072,0.03653130133841742,0.2774793547210337,0.016835080459713936,0.02142057803487485,0.02142057803487485,0.07345981905872567,0.08373215165077363,-0.005488394192464496,0.15077649136685722,0.31,0.06,-0.36,0.006,66325,252,-2.5386%,-0.0002,1.0856,1.0118,1.1135,1.5329%,2.0662%,44.9597%,-2.5506%,39
"Summit Midstream Partners Q3 EPS $(0.21), Sales $100.187M Miss $114.16M Estimate",2019-11-08,SMLP,2019-11-08 11:58:00+00:00,SUMMIT MIDSTREAM PARTNERS LP,13583.0,86614240,-0.04946236684918404,-0.10407240688800823,-0.08823526355882505,-0.12443443082806871,-0.09954752274753587,-0.21493213424113777,-0.22624434518380576,-0.31787329320039026,-0.025157209485769272,-0.0697609042630013,-0.05004482966958146,0.02928338709926548,0.04233982390355706,-0.03328088365222326,-0.06268684439038885,0.31,0.06,-0.36,0.006,13583,252,-4.9462%,-0.0034,0.8397,1.1881,1.0716,2.8730%,3.1324%,15.8778%,-4.9181%,11
Smith+Nephew launches Its OR3O Dual Mobility System For Use In Primary And Revision Hip Arthroplasty,2019-11-08,SNN,2019-11-08 13:05:00+00:00,SMITH & NEPHEW PLC,87444.0,83175M20,-0.004683858714997768,-0.004470556043088436,-0.005647098387398075,0.01341175670956729,0.016705860322391075,0.03694116857882945,0.1331764650980114,0.14847061770105952,-0.005589144770056009,-0.0035005303554966893,-0.005357548286935354,-0.012031477440493044,-0.02489153021268309,-0.1157390356419401,-0.056723575673916504,0.31,0.06,-0.36,0.006,87444,252,-0.4684%,0.0003,0.3541,-0.0754,-0.5048,1.1494%,1.2648%,17.4165%,-0.7636%,15
"PiperJaffray Initiates Coverage On Splunk with Overweight Rating, Announces $160 Price Target",2019-11-08,SPLK,2019-11-08 14:23:00+00:00,SPLUNK INC,13379.0,84863710,0.01815957389771938,-0.002239452674984932,-0.0011997241400879544,-0.002479385286214497,-0.04662882275451563,0.12373032024369501,0.20011201178898497,0.3010477515218126,-0.004862224217504263,-0.004620245472767293,0.014624507884806626,0.023674590646223237,0.025983795326500747,0.02701349060208247,-0.022292957993213403,0.31,0.06,-0.36,0.006,13379,252,1.8160%,0.0005,1.2979,0.7176,-1.2948,1.8212%,2.5575%,49.2910%,0.8853%,12
"JP Morgan Maintains Neutral on Spirit AeroSystems Hldgs, Raises Price Target to $105",2019-11-08,SPR,2019-11-08 13:25:00+00:00,SPIRIT AEROSYSTEMS HOLDINGS INC,91594.0,84857410,0.008271034806966782,0.05081281835841045,0.039337533032134386,0.022944133549230195,0.057916652879453245,0.09370870465150949,0.05108609347990978,0.3191074538609082,-0.020464019663976485,0.0021593076071264594,-0.010894587134238631,0.010774587632035537,-0.05792583803513662,0.6793308211199445,0.8413268746524047,0.31,0.06,-0.36,0.006,91594,252,0.8271%,-0.0001,0.9789,0.2129,0.3037,1.5535%,1.8493%,29.4359%,0.6191%,13
"Morgan Stanley Maintains Underweight on Spire, Lowers Price Target to $81",2019-11-08,SR,2019-11-08 13:55:00+00:00,SPIRE INC,12781.0,84857L10,-0.0118023008108139,1.5322172429055314e-05,-0.00014590105394962638,-0.016748328457512285,0.000660091835448462,-0.020616886402043066,-0.12429698877044382,-0.05125380977453586,-0.025817045842143282,-0.021692969789156358,0.020216176585670098,-0.04005505760631434,-0.0321634837637671,-0.07272372457021037,-0.13281752267281755,0.31,0.06,-0.36,0.006,12781,252,-1.1802%,0.0,0.4393,-0.2884,-0.0588,0.9368%,1.0372%,18.4194%,-1.3288%,11
"Morgan Stanley Maintains Equal-Weight on Sempra Energy, Raises Price Target to $155",2019-11-08,SRE,2019-11-08 13:54:00+00:00,SEMPRA ENERGY,86136.0,81685110,7.032936991890892e-05,0.0014776717871427536,0.01977200774501875,0.033281812740797,0.028215662593343627,0.031522736087588266,0.059386454468383976,0.1365695259547579,-0.007750318385660648,-0.008650194914553877,-0.02557594576975719,-0.01660780597669176,-0.04018639093842613,-0.018102639824645106,0.04633588972840963,0.31,0.06,-0.36,0.006,86136,252,0.0070%,0.0005,0.3433,-0.5039,-0.2158,0.9335%,1.0278%,17.5065%,-0.1649%,12
"The E W Scripps Sees Q4 Local Media Sales Down Low 20% Range, National Media Sales $100M-$105M",2019-11-08,SSP,2019-11-08 12:32:00+00:00,E W SCRIPPS CO,84176.0,81105440,0.07454285770654678,-0.02748691663146008,-0.006544465247354969,-0.06119106627293747,-0.05955496572744534,-0.04319370735510486,0.02570253356073393,-0.114166007309907,0.023758092895150185,-0.0028050464610380743,0.008868392756709254,0.05842946201114674,0.057249106828684004,0.062383267480299764,0.21557881751368302,0.31,0.06,-0.36,0.006,84176,252,7.4543%,0.0002,1.1084,1.5753,0.8353,2.0407%,2.5551%,36.2094%,7.3226%,17
"The E W Scripps Q3 EPS $(0.27) Misses $(0.12) Estimate, Sales $349.777M Beat $342.78M Estimate",2019-11-08,SSP,2019-11-08 12:31:00+00:00,E W SCRIPPS CO,84176.0,81105440,0.07454285770654678,-0.02748691663146008,-0.006544465247354969,-0.06119106627293747,-0.05955496572744534,-0.04319370735510486,0.02570253356073393,-0.114166007309907,0.023758092895150185,-0.0028050464610380743,0.008868392756709254,0.05842946201114674,0.057249106828684004,0.062383267480299764,0.21557881751368302,0.31,0.06,-0.36,0.006,84176,252,7.4543%,0.0002,1.1084,1.5753,0.8353,2.0407%,2.5551%,36.2094%,7.3226%,15
Suncoke Energy Inc Files For Up To $750M Mixed Shelf Offering,2019-11-08,SXC,2019-11-08 13:38:00+00:00,SUNCOKE ENERGY INC,12905.0,86722A10,0.00502516096457839,-0.14166665077209473,-0.13166666056603682,-0.21166666218358987,-0.16499996090839575,-0.14452476513313484,0.02252065310382645,0.03601926900611474,-0.022913312539458275,-0.00500003546681238,0.0455341082100551,0.1285443954025174,0.06417106180946286,-0.07153966184117111,0.001677821471012475,0.31,0.06,-0.36,0.006,12905,252,0.5025%,-0.0021,1.5655,0.9642,1.2861,2.3173%,2.9357%,37.6951%,0.4189%,11
"JP Morgan Maintains Underweight on Synaptics, Raises Price Target to $32",2019-11-08,SYNA,2019-11-08 13:26:00+00:00,SYNAPTICS INC,89290.0,87157D10,0.09990674257278442,-0.006270105950534344,0.013726510877870579,0.036265094609036375,0.02304695139978441,-0.0367733989441148,0.13319783837673604,0.18793424792107838,0.1587473452091217,0.115616574737468,0.14343570588492716,0.27404417962979566,0.29464292909672185,0.36444561618320015,0.6228069881202805,0.31,0.06,-0.36,0.006,89290,252,9.9907%,0.0022,1.4239,0.4364,0.4289,2.8776%,3.2374%,20.9951%,9.7045%,11
"Morgan Stanley Maintains Overweight on Teradata, Lowers Price Target to $53",2019-11-08,TDC,2019-11-08 16:32:00+00:00,TERADATA CORP DE,92293.0,88076W10,-0.1834833174943924,0.040535248816013336,0.017709593382864597,-0.0070838379531869,0.04840612165715363,0.05076745115027537,0.06218024122667076,-0.0011806655576124259,0.028760358691215515,0.022003286567184865,0.013350758587858502,0.03975945761805333,0.08055561391114563,-0.017986738052526596,-0.04802685452126321,0.31,0.06,-0.36,0.006,92293,252,-18.3483%,-0.0016,1.0251,0.3928,0.3676,1.9077%,2.1939%,24.3908%,-18.6070%,11
"Wells Fargo Maintains Underperform on Teradata, Lowers Price Target to $25",2019-11-08,TDC,2019-11-08 15:46:00+00:00,TERADATA CORP DE,92293.0,88076W10,-0.1834833174943924,0.040535248816013336,0.017709593382864597,-0.0070838379531869,0.04840612165715363,0.05076745115027537,0.06218024122667076,-0.0011806655576124259,0.028760358691215515,0.022003286567184865,0.013350758587858502,0.03975945761805333,0.08055561391114563,-0.017986738052526596,-0.04802685452126321,0.31,0.06,-0.36,0.006,92293,252,-18.3483%,-0.0016,1.0251,0.3928,0.3676,1.9077%,2.1939%,24.3908%,-18.6070%,11
"Cowen & Co. Downgrades Teradata to Market Perform, Lowers Price Target to $29",2019-11-08,TDC,2019-11-08 14:05:00+00:00,TERADATA CORP DE,92293.0,88076W10,-0.1834833174943924,0.040535248816013336,0.017709593382864597,-0.0070838379531869,0.04840612165715363,0.05076745115027537,0.06218024122667076,-0.0011806655576124259,0.028760358691215515,0.022003286567184865,0.013350758587858502,0.03975945761805333,0.08055561391114563,-0.017986738052526596,-0.04802685452126321,0.31,0.06,-0.36,0.006,92293,252,-18.3483%,-0.0016,1.0251,0.3928,0.3676,1.9077%,2.1939%,24.3908%,-18.6070%,13
"Bank of America Downgrades Teradata to Neutral, Lowers Price Target to $33",2019-11-08,TDC,2019-11-08 12:36:00+00:00,TERADATA CORP DE,92293.0,88076W10,-0.1834833174943924,0.040535248816013336,0.017709593382864597,-0.0070838379531869,0.04840612165715363,0.05076745115027537,0.06218024122667076,-0.0011806655576124259,0.028760358691215515,0.022003286567184865,0.013350758587858502,0.03975945761805333,0.08055561391114563,-0.017986738052526596,-0.04802685452126321,0.31,0.06,-0.36,0.006,92293,252,-18.3483%,-0.0016,1.0251,0.3928,0.3676,1.9077%,2.1939%,24.3908%,-18.6070%,12
"Stifel Nicolaus Downgrades Teradata to Hold, Lowers Price Target to $25",2019-11-08,TDC,2019-11-08 12:14:00+00:00,TERADATA CORP DE,92293.0,88076W10,-0.1834833174943924,0.040535248816013336,0.017709593382864597,-0.0070838379531869,0.04840612165715363,0.05076745115027537,0.06218024122667076,-0.0011806655576124259,0.028760358691215515,0.022003286567184865,0.013350758587858502,0.03975945761805333,0.08055561391114563,-0.017986738052526596,-0.04802685452126321,0.31,0.06,-0.36,0.006,92293,252,-18.3483%,-0.0016,1.0251,0.3928,0.3676,1.9077%,2.1939%,24.3908%,-18.6070%,11
Teva Pharmaceuticals shares are trading higher depsite announcing a $1.5 billion senior notes offering.,2019-11-08,TEVA,2019-11-08 16:11:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.097992904484272,0.0032257777638733387,0.03333327462724833,0.05161285280846162,0.09677415337709272,0.09999993079339564,0.0709677298065916,0.3032257672616494,0.0456789955496788,-0.008196685816591054,-0.0374999911819941,0.039263885247487806,0.037990249384551866,0.2951070780741436,0.34444444279299735,0.31,0.06,-0.36,0.006,75652,252,9.7993%,-0.0027,1.3395,1.6252,1.2205,2.8758%,3.3904%,28.0498%,9.7246%,14
Teva Announces LAunch Of $1.5B Senior Notes Offering,2019-11-08,TEVA,2019-11-08 14:44:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.097992904484272,0.0032257777638733387,0.03333327462724833,0.05161285280846162,0.09677415337709272,0.09999993079339564,0.0709677298065916,0.3032257672616494,0.0456789955496788,-0.008196685816591054,-0.0374999911819941,0.039263885247487806,0.037990249384551866,0.2951070780741436,0.34444444279299735,0.31,0.06,-0.36,0.006,75652,252,9.7993%,-0.0027,1.3395,1.6252,1.2205,2.8758%,3.3904%,28.0498%,9.7246%,8
"PiperJaffray Maintains Neutral on Teva Pharmaceutical Indus, Raises Price Target to $7",2019-11-08,TEVA,2019-11-08 14:40:00+00:00,TEVA PHARMACEUTICAL INDS LTD,75652.0,88162420,0.097992904484272,0.0032257777638733387,0.03333327462724833,0.05161285280846162,0.09677415337709272,0.09999993079339564,0.0709677298065916,0.3032257672616494,0.0456789955496788,-0.008196685816591054,-0.0374999911819941,0.039263885247487806,0.037990249384551866,0.2951070780741436,0.34444444279299735,0.31,0.06,-0.36,0.006,75652,252,9.7993%,-0.0027,1.3395,1.6252,1.2205,2.8758%,3.3904%,28.0498%,9.7246%,12
"JP Morgan Maintains Overweight on Target, Raises Price Target to $130",2019-11-08,TGT,2019-11-08 13:27:00+00:00,TARGET CORP,49154.0,87612E10,-0.003978613298386335,0.0027235171291977167,-0.016341379686753865,-0.014253287392503866,0.027780276726695474,0.16002062030226072,0.1720756261639862,0.05152556464900071,0.0007238638936541975,0.004815544343407918,0.016732552794154643,0.03442140647423342,0.003083867330380796,0.040455315079404475,0.3608911346851513,0.31,0.06,-0.36,0.006,49154,252,-0.3979%,0.0009,0.9573,-0.1347,0.1533,1.9372%,2.1540%,19.1165%,-0.6356%,11
"Nomura Initiates Coverage On Target with Buy Rating, Announces $123 Price Target",2019-11-08,TGT,2019-11-08 11:53:00+00:00,TARGET CORP,49154.0,87612E10,-0.003978613298386335,0.0027235171291977167,-0.016341379686753865,-0.014253287392503866,0.027780276726695474,0.16002062030226072,0.1720756261639862,0.05152556464900071,0.0007238638936541975,0.004815544343407918,0.016732552794154643,0.03442140647423342,0.003083867330380796,0.040455315079404475,0.3608911346851513,0.31,0.06,-0.36,0.006,49154,252,-0.3979%,0.0009,0.9573,-0.1347,0.1533,1.9372%,2.1540%,19.1165%,-0.6356%,12
"Nomura Initiates Coverage On TJX Companies with Buy Rating, Announces $65 Price Target",2019-11-08,TJX,2019-11-08 11:46:00+00:00,T J X COMPANIES INC NEW,40539.0,87254010,-0.001180433318950236,-0.011480674147605896,-0.01401313586615105,-0.009454683931055197,0.013936035345143871,0.0030881855972599848,0.017665008415368444,0.04783560451237712,0.007989076897501945,0.001350861362970024,0.011082654853732832,0.028620948459421758,0.003214323898555582,0.07388623419016027,0.15302350329529157,0.31,0.06,-0.36,0.006,40539,252,-0.1180%,-0.0,0.9803,-0.0821,0.0476,1.0846%,1.4628%,45.0260%,-0.4026%,13
