headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Pro-Brexit UK Conservative Lawmaker Richard Drax Says If PMMay Cannot Take Us Out Of The EU By April 12 She Should Resign,2019-04-01,EWU,2019-04-01 14:39:00+00:00,ISHARES TRUST,14907.0,46435G33,0.01332936901599169,0.00568007817491889,0.011659173919492227,0.008071761952550993,0.012257094950170355,0.014050744099390666,-0.023916270287352326,-0.014198699904298673,0.0021250667050480843,-0.004223324236909853,-0.001512493911593582,0.0015169670071963903,-0.012268099872531635,0.03805028527136867,0.12546874570923783,-0.007438862696290016,-0.00160603248514235,0.03806975856423378,0.002066064393147826,0.01649482920765877,0.007606568746268749,-0.004026166163384914,-0.04396165534853935,0.01809210143983364,-0.02692514844238758,0.05700059235095978,0.009947671554982662,0.01969928108155727,-0.02592782117426395,0.01252608373761177,0.02371139265596867,-0.01661630906164646,0.0327700637280941,0.066435307264328,0.03533241525292397,-0.007633591070771217,-0.001809996203519404,-0.00861281156539917,-0.009602239355444908,-0.02169895358383656,0.00943836010992527,-0.002805024152621627,-0.005625918507575989,-0.0174445528537035,0.02927066199481487,0.0,-0.01864808984100819,-0.01282653491944075,-0.02406159602105618,-0.0009862157749012113,-0.005923042539507151,0.0009930714732035995,0.00496033625677228,0.002467879327014089,-0.009354930371046066,0.001988022122532129,0.05208329483866692,-0.02498815581202507,0.004835608415305614,0.01924925856292248,0.01605288684368134,0.003252773778513074,0.00231585162691772,0.02218121290206909,0.01039780862629414,-0.00715882983058691,0.0126182409003377,-0.00400534737855196,0.01608581840991974,-0.01627084240317345,-0.03173897787928581,0.01985227689146996,0.01629699394106865,0.0,-0.003563470905646682,1.19,-0.3,0.99,0.01,14907,252,1.3329%,-0.0001,0.6608,0.0284,0.2718,0.5846%,0.8492%,52.6090%,0.2884%,22
"Trump Admin. Has Directed Customs, Border Protection To Hasten Deployment Of 750 Officers To US Southern Border; Dept. Of Homeland Security Has Ordered Immediate Expansion Of Policy Returning Migrants To Mexico",2019-04-01,EWW,2019-04-01 14:45:00+00:00,ISHARES INC,83223.0,46428682,0.02271167002618313,-0.00942130945622921,-0.007851105501793909,0.007626656151269451,0.048676493409762545,0.03790934400109647,-0.002916130596727906,0.012141728482957026,0.004377848468720913,0.0022993441252907587,-0.00886765310373172,0.006697481006402883,0.009962935662606975,0.005304418271169453,0.03000946222644485,0.0002958958502858877,-0.01804735511541367,0.0325399786233902,-0.01517363451421261,0.003555523930117488,0.003543039551004767,-0.005295684095472097,0.02277434058487415,0.001156654092483222,-0.01646446250379086,-0.02995596081018448,0.009385448880493641,-0.02699464745819569,-0.003699104068800807,-0.01082921959459782,0.006881429813802242,-0.03417205810546875,-0.002573172096163034,0.01580134779214859,0.0,-0.002222212497144938,0.02736241184175014,0.002167844213545322,0.0176143292337656,0.001822088495828211,-0.008184311911463737,0.002444927114993334,-0.005792641080915928,-0.002146571408957243,0.03288259729743004,0.0101160416379571,-0.04801181331276894,-0.002165832091122866,-0.02387598343193531,0.0276365615427494,0.008346227928996086,-0.002145913429558277,-0.009831019677221775,0.04219668358564377,0.002990499138832092,-0.01699462346732616,0.01546855643391609,-0.005674988962709904,0.003304313868284225,0.01437124330550432,0.04515934735536575,-0.008472161367535591,0.003702679183334112,-0.006242940202355385,-0.02255856432020664,-0.008764219470322132,0.003536661621183157,-0.01350951846688986,0.01964870095252991,-0.002335819881409407,-0.007608965039253235,-0.00796226691454649,-0.001486303168348968,0.0005954289226792753,0.005057964008301497,1.19,-0.3,0.99,0.01,83223,252,2.2712%,-0.0006,0.6101,0.1584,0.0587,1.4354%,1.5628%,15.6354%,1.5502%,31
"Mexican Pres Says Nation Must Have Relationship Of Good Neighbors With US, But 'We must be prudent,' Says We Are Not Going To Have A Confrontation With US Over Border",2019-04-01,EWW,2019-04-01 13:51:00+00:00,ISHARES INC,83223.0,46428682,0.02271167002618313,-0.00942130945622921,-0.007851105501793909,0.007626656151269451,0.048676493409762545,0.03790934400109647,-0.002916130596727906,0.012141728482957026,0.004377848468720913,0.0022993441252907587,-0.00886765310373172,0.006697481006402883,0.009962935662606975,0.005304418271169453,0.03000946222644485,0.0202295295894146,0.0002958958502858877,-0.01804735511541367,0.0325399786233902,-0.01517363451421261,0.003555523930117488,0.003543039551004767,-0.005295684095472097,0.02277434058487415,0.001156654092483222,-0.01646446250379086,-0.02995596081018448,0.009385448880493641,-0.02699464745819569,-0.003699104068800807,-0.01082921959459782,0.006881429813802242,-0.03417205810546875,-0.002573172096163034,0.01580134779214859,0.0,-0.002222212497144938,0.02736241184175014,0.002167844213545322,0.0176143292337656,0.001822088495828211,-0.008184311911463737,0.002444927114993334,-0.005792641080915928,-0.002146571408957243,0.03288259729743004,0.0101160416379571,-0.04801181331276894,-0.002165832091122866,-0.02387598343193531,0.0276365615427494,0.008346227928996086,-0.002145913429558277,-0.009831019677221775,0.04219668358564377,0.002990499138832092,-0.01699462346732616,0.01546855643391609,-0.005674988962709904,0.003304313868284225,0.01437124330550432,0.04515934735536575,-0.008472161367535591,0.003702679183334112,-0.006242940202355385,-0.02255856432020664,-0.008764219470322132,0.003536661621183157,-0.01350951846688986,0.01964870095252991,-0.002335819881409407,-0.007608965039253235,-0.00796226691454649,-0.001486303168348968,0.0005954289226792753,1.19,-0.3,0.99,0.01,83223,252,2.2712%,-0.0006,0.6101,0.1584,0.0587,1.4354%,1.5628%,15.6354%,1.5502%,30
"PiperJaffray Upgrades First American Financial to Overweight, Raises Price Target to $67",2019-04-01,FAF,2019-04-01 10:36:00+00:00,FIRST AMERICAN FINL CORP NEW,93374.0,31847R10,0.04796119034290314,-0.015749532729387283,-0.012414340824053571,-0.007411552945127964,-0.009634990852958825,0.012784853914060257,0.007411481902034112,-0.008473111374716624,-0.00999616365879763,-0.006750211405229578,0.007236435768094296,0.02569211282061734,0.028971045398648032,0.005241790392850554,0.17703517764041865,-0.01319042406976223,-0.0175438616424799,-0.0204081442207098,-0.01605906337499619,0.1698279827833176,0.009049764834344387,0.03811660781502724,-0.01043919753283262,0.01673339307308197,0.0007155116181820631,-0.0114408191293478,-0.01591322012245655,-0.01874304749071598,-0.006367044057697058,-0.05088580399751663,0.02144555188715458,0.01321929134428501,-0.002686097286641598,0.0119276437908411,0.01444870978593826,0.06859070062637329,-0.02770960703492165,0.02344882860779762,0.01304190792143345,-0.02052888460457325,0.02770872786641121,-0.007604605052620173,0.02786489576101303,-0.01253815088421106,0.5446121692657471,0.04598985984921455,-0.03908241540193558,-0.009062772616744041,0.001561447512358427,0.0213808249682188,-0.008286111056804657,-0.004397554323077202,-0.01612189784646034,-0.4276094138622284,-0.09019605070352554,0.09267239272594452,-0.01065090578049421,-0.02352472767233849,0.02449981123209,-0.08130732923746109,-0.02429498918354511,0.003112480975687504,-0.02127657644450665,0.04438403621315956,0.01214226800948381,0.00814055372029543,0.002974912524223328,-0.001271215500310063,0.04709379002451897,-0.01742302626371384,0.00783507339656353,0.03846148028969765,0.06382982432842255,0.02296299487352371,-0.007241156883537769,1.19,-0.3,0.99,0.01,93374,252,4.7961%,-0.0002,0.8683,0.1697,0.4958,1.2036%,1.4478%,30.8978%,3.4065%,12
Fate Therapeutics Highlights Presentation Of Late-Breaking Preclinical Data Highlighting Unique Advantages Of Clonal Master Engineered iPSC Lines For Off-The-Shelf CAR T-cell Therapy At 2019 AACR Annual Meeting,2019-04-01,FATE,2019-04-01 12:02:00+00:00,FATE THERAPEUTICS INC,14245.0,31189P10,-0.0005691649857908487,0.048405490815639496,0.05068344724067475,0.03302960966770563,0.0056947823631205985,-0.07061502290146027,-0.015945257032306648,0.11161737310027742,0.026884807273745537,0.051466226805562565,0.045211198281342346,0.08859977277676001,-0.06092995187661876,0.19768231957833282,0.2985957032594997,0.0,-0.01320130750536919,0.0,-0.003344478318467736,0.04362411797046661,0.02250809408724308,0.03459116071462631,0.01823706552386284,-0.0179104320704937,0.0,0.006079021841287613,-0.02416916191577911,-0.01857583411037922,0.01261828374117613,-0.01246104761958122,0.009463713504374027,-0.02500005066394806,-0.01282050088047981,0.006493500433862209,-0.04193544387817383,-0.02020200155675411,0.04123707115650177,-0.00990098062902689,0.02333331108093262,0.03908798843622208,-0.03761759400367737,0.0130293034017086,0.02250809408724308,-0.00943395309150219,-0.009523876011371613,-0.00961537566035986,0.0679611787199974,0.03333337604999542,0.0,-0.07331378012895584,-0.0791139230132103,-0.0824742242693901,0.04119846224784851,-0.007194237783551216,-0.0253622941672802,-0.03345730528235435,-0.01923075132071972,-0.03921565040946007,0.06530606001615524,0.04980847612023354,-0.01094889454543591,-0.01845016703009605,-0.04887222126126289,0.007905131205916405,0.05098043754696846,-0.0111940186470747,-0.003773581236600876,0.007575749885290861,-0.007518789730966091,-0.01136371493339539,-0.01149424258619547,-0.03875965252518654,0.08064518123865128,-0.02238812670111656,-0.007633580826222897,1.19,-0.3,0.99,0.01,14245,252,-0.0569%,0.0031,1.7896,2.5607,-0.0082,4.1514%,4.7979%,25.1321%,-1.4714%,27
Manhattan Traffic Bad? Fuhgeddaboudit! New York City Plans To Adopt First City Tolls By 2021,2019-04-01,FDX,2019-04-01 21:54:00+00:00,FEDEX CORP,60628.0,31428X10,0.02778233401477337,-0.01297934167087067,-0.006757814680340757,0.006543316034973268,0.02644144832213957,0.05218555028267202,-0.07825152370585531,-0.1389184517442701,0.01973024196922779,0.030211866586064895,0.03574085165066321,0.04264611886455305,0.019271874926148014,-0.0099149380519713,0.11585538656637517,0.03864632546901703,0.001372750732116401,-0.0087302066385746,0.01979766599833965,-0.004210950806736946,-0.004013743717223406,0.02511506900191307,-0.008634578436613083,-0.003611347638070583,0.0004974206676706672,-0.01122319791465998,0.007543125655502081,0.00513369869440794,0.02149392664432526,0.005138927139341831,-0.004145406186580658,0.004717690870165825,-0.01118637155741453,-0.01662003993988037,0.01029681041836739,-0.001827579690143466,0.001478816382586956,0.002671950962394476,0.008835866115987301,-0.007507311645895243,0.003291786182671785,0.001116954023018479,-0.008925450034439564,0.003658544970676303,-0.02187168039381504,-0.002795093460008502,0.02012363821268082,-0.003593136323615909,-0.007848302833735943,0.001496518263593316,0.002561734989285469,0.0186670795083046,-0.002299343701452017,0.01438646204769611,-0.005920830182731152,0.004986503161489964,0.004961761645972729,-0.02338341623544693,0.001614911714568734,-0.005678216461092234,0.001269091502763331,0.01436412613838911,0.007705127354711294,0.008955039083957672,0.01085544005036354,-0.001688504707999527,-0.006021239329129457,-0.00966511107981205,-0.01292099617421627,0.0008356104954145849,-0.004382947459816933,0.005170885939151049,0.003475842764601111,-0.003602384822443128,-0.006326938979327679,1.19,-0.3,0.99,0.01,60628,252,2.7782%,-0.001,1.3576,0.1887,0.5778,1.2477%,1.7815%,50.9439%,0.6513%,15
Berenberg Downgrades FedEx to Hold,2019-04-01,FDX,2019-04-01 10:45:00+00:00,FEDEX CORP,60628.0,31428X10,0.02778233401477337,-0.01297934167087067,-0.006757814680340757,0.006543316034973268,0.02644144832213957,0.05218555028267202,-0.07825152370585531,-0.1389184517442701,0.01973024196922779,0.030211866586064895,0.03574085165066321,0.04264611886455305,0.019271874926148014,-0.0099149380519713,0.11585538656637517,0.03864632546901703,0.001372750732116401,-0.0087302066385746,0.01979766599833965,-0.004210950806736946,-0.004013743717223406,0.02511506900191307,-0.008634578436613083,-0.003611347638070583,0.0004974206676706672,-0.01122319791465998,0.007543125655502081,0.00513369869440794,0.02149392664432526,0.005138927139341831,-0.004145406186580658,0.004717690870165825,-0.01118637155741453,-0.01662003993988037,0.01029681041836739,-0.001827579690143466,0.001478816382586956,0.002671950962394476,0.008835866115987301,-0.007507311645895243,0.003291786182671785,0.001116954023018479,-0.008925450034439564,0.003658544970676303,-0.02187168039381504,-0.002795093460008502,0.02012363821268082,-0.003593136323615909,-0.007848302833735943,0.001496518263593316,0.002561734989285469,0.0186670795083046,-0.002299343701452017,0.01438646204769611,-0.005920830182731152,0.004986503161489964,0.004961761645972729,-0.02338341623544693,0.001614911714568734,-0.005678216461092234,0.001269091502763331,0.01436412613838911,0.007705127354711294,0.008955039083957672,0.01085544005036354,-0.001688504707999527,-0.006021239329129457,-0.00966511107981205,-0.01292099617421627,0.0008356104954145849,-0.004382947459816933,0.005170885939151049,0.003475842764601111,-0.003602384822443128,-0.006326938979327679,1.19,-0.3,0.99,0.01,60628,252,2.7782%,-0.001,1.3576,0.1887,0.5778,1.2477%,1.7815%,50.9439%,0.6513%,5
Berenberg Downgrades Fedex to Hold from Buy; Lowers Price Target to $200 from $245,2019-04-01,FDX,2019-04-01 08:50:00+00:00,FEDEX CORP,60628.0,31428X10,0.02778233401477337,-0.01297934167087067,-0.006757814680340757,0.006543316034973268,0.02644144832213957,0.05218555028267202,-0.07825152370585531,-0.1389184517442701,0.01973024196922779,0.030211866586064895,0.03574085165066321,0.04264611886455305,0.019271874926148014,-0.0099149380519713,0.11585538656637517,0.03864632546901703,0.001372750732116401,-0.0087302066385746,0.01979766599833965,-0.004210950806736946,-0.004013743717223406,0.02511506900191307,-0.008634578436613083,-0.003611347638070583,0.0004974206676706672,-0.01122319791465998,0.007543125655502081,0.00513369869440794,0.02149392664432526,0.005138927139341831,-0.004145406186580658,0.004717690870165825,-0.01118637155741453,-0.01662003993988037,0.01029681041836739,-0.001827579690143466,0.001478816382586956,0.002671950962394476,0.008835866115987301,-0.007507311645895243,0.003291786182671785,0.001116954023018479,-0.008925450034439564,0.003658544970676303,-0.02187168039381504,-0.002795093460008502,0.02012363821268082,-0.003593136323615909,-0.007848302833735943,0.001496518263593316,0.002561734989285469,0.0186670795083046,-0.002299343701452017,0.01438646204769611,-0.005920830182731152,0.004986503161489964,0.004961761645972729,-0.02338341623544693,0.001614911714568734,-0.005678216461092234,0.001269091502763331,0.01436412613838911,0.007705127354711294,0.008955039083957672,0.01085544005036354,-0.001688504707999527,-0.006021239329129457,-0.00966511107981205,-0.01292099617421627,0.0008356104954145849,-0.004382947459816933,0.005170885939151049,0.003475842764601111,-0.003602384822443128,-0.006326938979327679,1.19,-0.3,0.99,0.01,60628,252,2.7782%,-0.001,1.3576,0.1887,0.5778,1.2477%,1.7815%,50.9439%,0.6513%,14
"Financial Institutions, Inc. Names Justin K. Bigham Chief Financial Officer And Treasurer",2019-04-01,FISI,2019-04-01 20:13:00+00:00,FINANCIAL INSTITUTIONS INC,86965.0,31758540,0.01949958689510822,-0.020209291949868202,-0.015156917410300563,-0.0007217090564295425,0.014796166330319549,0.011548236078466445,0.007578530526956451,0.018178298999453446,0.00965825468301773,0.01797750993861502,0.011913614204657419,0.05841121401784921,-0.06501546031016447,-0.05140232884197171,0.05116841921097448,-0.0264686793088913,-0.004641889594495296,0.005996012594550848,0.001324470387771726,0.02314817346632481,-0.01357466261833906,-0.02096989750862122,0.01405622810125351,0.001320162205956876,-0.0145023250952363,-0.1311036795377731,-0.0177058931440115,-0.02429470419883728,-0.02570278756320477,-0.00989281851798296,0.004163213074207306,0.008291826583445072,-0.004111857619136572,-0.02559863589704037,-0.01101695839315653,-0.03856039419770241,0.003386786906048656,0.04465112090110779,-0.02315220795571804,0.004557902459055185,-0.03176046907901764,-0.03655111044645309,0.01264592539519072,-0.0211335513740778,0.001962753478437662,-0.01762980408966541,0.003988032229244709,-0.004965167492628098,0.02095799148082733,-0.02737045474350452,0.03819096833467484,-0.02032914198935032,-0.009881366044282913,0.01297396793961525,0.006896615959703922,-0.06262233853340149,-0.0260960329324007,0.0407288447022438,-0.05664265528321266,0.03384283930063248,0.007391731254756451,-0.01048221997916698,0.04025425016880035,-0.1069245710968971,0.02508543990552425,-0.01001114025712013,-0.02247188985347748,-0.02298848517239094,0.009411755949258804,-0.02097905613481998,-0.01785709895193577,0.006060629151761532,-0.03373490646481514,0.01620937138795853,0.0257668774574995,1.19,-0.3,0.99,0.01,86965,252,1.9500%,0.0003,0.8682,1.0469,1.0691,0.8717%,1.3003%,55.0545%,0.1918%,12
"Comfort Systems USA Reports Purchase Of Walker TX Holding Co., No Terms Disclosed",2019-04-01,FIX,2019-04-01 20:41:00+00:00,COMFORT SYSTEMS USA INC,85059.0,19990810,0.01183429919183254,-0.004527407698333263,0.00754577490447117,0.011695958632089498,0.025466936991914935,0.07772123871365655,-0.08209985845640089,-0.05242311077210848,-0.0015247156843543053,0.011194711159017379,0.018072294996175797,0.03537551283586682,-0.0013343457676695536,0.04971239952608619,0.2076765094516655,0.002027891809120774,0.0007142566610127687,-0.01249102409929037,0.001927430741488934,-0.0007213846547529101,0.001925111631862819,0.005644304677844048,0.02639120072126389,-0.004072117153555155,-0.01764021255075932,-0.01022705435752869,-0.005166410002857447,0.00845406949520111,0.008263502269983292,0.01187789533287287,0.005399683956056833,-0.007472263649106026,0.0122338654473424,0.01104005705565214,-0.0501149483025074,-0.03581799566745758,0.03200304880738258,0.0184846967458725,0.01647757925093174,0.0008222682517953217,-0.01525816321372986,0.01251484360545874,-0.01071213744580746,0.02831981517374516,0.006132825743407011,0.01690628193318844,0.02657768130302429,0.01123724039644003,-0.003268363187089562,0.001311648753471673,-0.002292316174134612,0.0038293048273772,-0.00207087118178606,0.004914860241115093,-0.0005434523336589336,0.008590701967477798,-0.02814016863703728,-0.001331292907707393,-0.002666050568223,-0.01370010897517204,-0.01558446977287531,0.01330737303942442,-0.001471767784096301,0.01449602376669645,0.007200713269412518,-0.003016048343852162,-0.00761905126273632,0.01027440093457699,-0.01251679379492998,0.006337681785225868,0.00224926439113915,0.007854543626308441,0.02059673145413399,-0.0009817425161600113,-0.002402284415438771,1.19,-0.3,0.99,0.01,85059,252,1.1834%,0.0012,0.9141,0.8725,0.4721,1.4024%,1.7094%,32.6948%,-0.1337%,13
Fluor Option Alert: Apr 18 $39 Calls Sweep (31) near the Ask: 1115 @ $0.5 vs 11 OI; Earnings 5/2 After Close [est] Ref=$37.98,2019-04-01,FLR,2019-04-01 15:24:00+00:00,FLUOR CORP NEW,88853.0,34341210,0.05000000447034836,-0.003623172640800365,0.007763955716455717,0.03234989683462097,0.0411490727641135,0.04839541687752957,-0.22593167879924025,-0.15513829880467833,0.0032715084962546825,0.02052129263602187,0.023359292244374608,0.03399828723306997,-0.02490732160026954,0.03688458960487018,0.12344902348532849,0.1157622337341309,-0.001080742571502924,-0.01205562334507704,-0.01079472247511148,0.0007907518302090466,-0.005689010955393314,0.02225050143897533,0.003731310134753585,0.01874224096536636,0.01520450133830309,0.007787993177771568,0.02021103538572788,0.01908226497471333,-0.01472268160432577,0.004497280810028315,0.01516468916088343,0.005975219421088696,-0.01060670334845781,0.003144671674817801,-0.0175264086574316,0.01754904724657536,0.002137883333489299,-0.001706657931208611,0.004416548646986485,-0.0009929034858942032,-0.0122107146307826,-0.002731097396463156,-0.003170850453898311,0.02082120813429356,0.009065147489309311,0.002386381383985281,-0.006161635741591454,-0.0147950267419219,0.007580074481666088,-0.005961649119853973,-0.008424908854067326,-0.007920550182461739,-0.00711275776848197,0.013304035179317,-0.01688065566122532,0.03257999941706657,0.00881186407059431,0.003944755997508764,-0.01964638568460941,-0.005296346265822649,-0.006044008769094944,-0.0005791358998976648,0.009416217915713787,-0.0002869782329071313,-0.03258690983057022,-0.02507794089615345,0.0007610814645886421,-0.001673013088293374,0.02925042994320393,0.02146247215569019,-0.01101292762905359,-0.09084250032901764,0.02481870912015438,0.001729841344058514,-0.01522764842957258,1.19,-0.3,0.99,0.01,88853,252,5.0000%,-0.0011,1.5963,0.381,1.074,2.1741%,2.6283%,31.5735%,2.1974%,24
New Concept Energy Q4 EPS $(0.01) Up From $(0.10) YoY,2019-04-01,GBR,2019-04-01 20:31:00+00:00,NEW CONCEPT ENERGY INC,79066.0,64361110,-0.04017853364348412,-0.041860535740852245,-0.01860474559338876,-2.3001277549283827e-09,0.10697674561139547,0.04651158034849434,-0.10860470599481187,-0.16279076144300053,0.23756910860538483,0.22404369552575432,0.21081080406858743,0.2108108032773215,0.12562814411072187,0.29479768767847814,0.5033556961274006,0.676274836063385,0.02513228356838226,-0.01677420921623707,0.0131233474239707,0.01036274619400501,-0.007692361250519753,-0.011627865023911,0.0,-0.003921595867723227,-0.001312303473241627,-0.009198445826768875,-0.003978744614869356,-0.006657814607024193,0.001340449322015047,0.005354811437427998,0.005326226353645325,0.002649004105478525,0.005284010898321867,-0.001314090448431671,0.02894740365445614,-0.01534531451761723,-0.002597400220111012,0.002604164183139801,-0.02207787148654461,-0.001328051555901766,-0.002659571822732687,0.004000028129667044,-0.002656039781868458,-0.005326290149241686,0.0,-0.002677373588085175,0.005369122605770826,-0.01068089809268713,-0.002699052914977074,-0.00405950378626585,0.01086955424398184,-0.001344116753898561,-0.01345893740653992,0.009549818933010101,0.0,-0.01486488245427608,0.0,-0.002743481658399105,0.01375514548271894,-0.008141105063259602,-0.01231192238628864,0.0,-0.001385007286444306,-0.01248268410563469,0.01685391739010811,0.005524922627955675,0.008241750299930573,-0.004087221808731556,-0.004103930667042732,-0.006868158001452684,-0.00829874724149704,-0.01673638634383678,-0.01418445073068142,-0.02158267982304096,0.0176470410078764,1.19,-0.3,0.99,0.01,79066,252,-4.0179%,0.0067,0.5365,-0.1104,-3.8325,14.1567%,14.4058%,3.4278%,-0.9758%,10
Gevo Reports Public Accounting Firm Has Removed Going Concern Qualification In Latest Audit Report,2019-04-01,GEVO,2019-04-01 13:07:00+00:00,GEVO INC,12579.0,37439640,0.03196343779563904,-0.004424774553626887,0.04867252016593837,0.09292037009644516,0.039822971460342194,0.05309740123837736,-0.09292037042965684,-0.1415928910094496,0.004587151575833559,-0.022321406912037767,0.009216582142833163,-0.047826041019518595,-0.04782603951356046,-0.09128630485608025,0.018604635125418545,0.00368919619359076,0.007567534688860178,-0.00751069700345397,0.01600003615021706,0.009789297357201576,0.003161174012348056,0.0002101289137499407,0.0126023618504405,0.003733671503141522,0.01301924139261246,-0.007751959841698408,-0.0008223872282542288,0.0,0.001234596245922148,0.005754187703132629,0.001226019114255905,-0.000408172607421875,0.002041696337983012,0.001629951409995556,0.004068363923579454,0.002633733209222555,0.001212316798046231,-0.007063541561365128,0.006300763227045536,0.00565547589212656,0.01044387277215719,-0.01311866100877523,0.006042280700057745,0.005005004815757275,0.001394416205585003,0.002188195940107107,0.005557736847549677,0.02092383243143559,-0.007927297614514828,0.001364250550977886,0.002335518365725875,0.001359217334538698,0.0005817099008709192,-0.003294538240879774,0.002527728211134672,0.0003879064752254635,0.00891816709190607,0.01268254872411489,0.00683113094419241,0.0001884342491393909,-0.003391752485185862,-0.003970487508922815,0.001518565230071545,-0.006633790209889412,-0.0009618937619961798,0.009050668217241764,-0.007442809175699949,0.003268640488386154,-0.004599495325237513,0.00693108607083559,-0.006309713702648878,-0.01250724494457245,-0.006625100504606962,0.00058844214072451,0.001176266930997372,1.19,-0.3,0.99,0.01,12579,252,3.1963%,0.0048,1.1877,4.7348,3.3536,17.9821%,18.1887%,2.2591%,-0.0467%,14
General Mills Option Alert: May 17 $52.5 Calls Sweep (33) near the Ask: 1511 @ $0.491 vs 1375 OI; Ref=$50.765,2019-04-01,GIS,2019-04-01 18:16:00+00:00,GENERAL MILLS INC,17144.0,37033410,-0.01468595769256353,-0.00019615876954048872,-0.013728196868210474,-0.014316598361697519,0.006275733515172854,0.0240561881625716,0.029006189758373324,0.01593819092375326,0.005049491301178932,0.008771944729943693,-0.0009652359026701696,0.01990536719668312,0.08924440727444294,0.16213791626564023,0.36292870094614016,-0.00674151349812746,-0.03365391492843628,0.003804538398981094,-0.02711371146142483,-0.008091113530099392,-0.01359507441520691,-0.04379792138934135,-0.002242142800241709,0.003852354362607002,-0.003197965444996953,-0.05357715860009193,0.02813559025526047,0.01516653411090374,0.0311789233237505,-0.009763762354850769,0.03148854151368141,-0.04224485903978348,0.02414681389927864,0.013832145370543,0.01116281002759933,-0.01655936613678932,-0.01247270405292511,-0.0113672437146306,-0.0003193940792698413,-0.001277923583984375,0.0204734280705452,0.02163011021912098,0.0199448149651289,-0.01173294801265001,-0.007305871229618788,0.002146571408957243,-0.02447983808815479,-0.01725217141211033,0.0006383804138749838,-0.02041471377015114,0.007815098389983177,0.01292405836284161,-0.01148327253758907,0.01742500625550747,-0.03457025438547134,0.001642550458200276,-0.01443097833544016,-0.01830280385911465,0.06779661029577255,-0.04253968596458435,0.04177719727158546,-0.0165499821305275,0.009708775207400322,-0.01923078112304211,-0.01568625867366791,-0.01195221114903688,-0.05981184914708138,-0.01393850613385439,-0.01196085289120674,0.03374908491969109,-0.02413059957325459,0.004181809723377228,0.01673339307308197,-0.02754921093583107,0.015452541410923,1.19,-0.3,0.99,0.01,17144,252,-1.4686%,0.0006,0.3194,-0.3339,0.1391,1.4490%,1.4869%,5.0307%,-2.1671%,20
GameStop Announces Agreement With Hestia Capital And Permit Enterprise Capital Partners; Two New Independent Directors To Be Added To GameStop Board Of Directors,2019-04-01,GME,2019-04-01 13:07:00+00:00,GAMESTOP CORP NEW,89301.0,36467W10,0.02066929452121258,-0.026036595925688744,-0.07135967110049601,-0.032786902207198265,-0.041465798008340826,-0.13789781561965764,-0.17743492669556604,-0.47251688244459544,-0.0029440366197378554,-0.01263363628873837,-0.01835753900627879,-0.027751193204244795,-0.0813743718061245,-0.07214613042227991,-0.19567064874850504,-0.001856308081187308,-0.003719629952684045,-0.002728352090343833,-0.0001439093903172761,0.01382487080991268,0.03636360168457031,0.03467651829123497,-0.01881041564047337,0.004590305965393782,-0.006182054523378611,0.004597755149006844,0.004576609469950199,0.001875913119874895,0.002541158813983202,0.01600856706500053,0.007108081132173538,-0.001176368677988648,0.008243978954851627,-0.01362755335867405,-0.003289473708719015,-0.008580878376960754,-0.003462079213932157,0.003741400549188256,0.005457880906760693,-0.02436113357543945,-0.01519884262233973,0.005787490401417017,0.004658226855099201,0.007773076184093952,-0.004600865300744772,-0.01536157261580229,-0.002209079917520285,-0.004289436619728804,-0.001250643981620669,-0.01488798763602972,0.003389800200238824,0.006756696384400129,0.005592862609773874,-0.005005570128560066,0.004891085904091597,0.0123765729367733,-0.01799457520246506,0.01944327168166637,-0.04239841550588608,0.005301658529788256,0.02366014756262302,0.01294904388487339,0.01539522688835859,-0.02193045429885387,-0.004982707556337118,-0.009041612967848778,0.007439623586833477,-0.03302208706736565,0.003025923389941454,-0.0235598236322403,0.004413644317537546,0.02226460166275501,0.007307667750865221,0.0321478582918644,-0.01502200029790401,1.19,-0.3,0.99,0.01,89301,252,2.0669%,0.0005,1.2221,1.0634,0.9739,3.2778%,3.5070%,12.6440%,0.0780%,23
