headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
Standpoint Research Initiates Coverage On NCR with Accumulate Rating,2019-12-23,NCR,2019-12-23 15:31:00+00:00,N C R CORP NEW,84372.0,62886E10,0.0184650719165802,,,,,,,,,,,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1787812.0,1.448,0.3433,0.5372,0.15180000000000002,-0.13333492808341982,0.02148,,0.70204,,-0.1378,,-0.8183599999999999,,0.41244000000000003,,,,,,,,,,,,,,,,
NCR Announces Acquisition of Edge Virtualization Technology Provider Zynstra; Terms Not Disclosed,2019-12-23,NCR,2019-12-23 13:08:00+00:00,N C R CORP NEW,84372.0,62886E10,0.0184650719165802,,,,,,,,,,,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1787812.0,1.448,0.3433,0.5372,0.15180000000000002,-0.13333492808341982,0.02148,,0.70204,,-0.1378,,-0.8183599999999999,,0.41244000000000003,,,,,,,,,,,,,,,,
NCR Enters into Consent Decree to Resolve Claims and Assume Certain Remediation Work in Kalamazoo River Environmental Matter,2019-12-12,NCR,2019-12-12 01:42:00+00:00,N C R CORP NEW,84372.0,62886E10,0.02453232742846012,,,,,,,,,,,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1736522.0,1.4692,0.4546,0.481,1.32928,-1.30474767257154,-0.037076,,1.0942079999999998,,0.15392000000000003,,-0.06646,,0.638756,,0.712216,,0.15392000000000003,,0.021692,,0.712216,,-0.13992000000000002,,,,,,
Credit Suisse Initiates Coverage On Nasdaq with Outperform Rating,2019-12-16,NDAQ,2019-12-16 12:46:00+00:00,NASDAQ INC,90601.0,63110310,0.006891209632158279,,,,,,,,,,,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,0.74,0.02,-0.04,0.007,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,1752261.0,0.8341,-0.647,-0.21,0.624234,-0.6173427903678417,0.09041,,-0.034705,,0.36566299999999996,,0.40736799999999995,,0.09041,,0.015341,,0.40736799999999995,,-0.07640999999999999,,-0.46843699999999994,,0.240548,,,,,,
Noodles & Co Names Stacey Pool As Chief Marketing Officer,2019-12-09,NDLS,2019-12-09 21:12:00+00:00,NOODLES & CO,13959.0,65540B10,-0.003448272356763482,,,,,,,,,,,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,-0.33,0.37,0.11,0.007,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,1710204.0,0.703,1.7804,0.3342,-0.22499,0.2215417276432365,-0.04924,,0.20384000000000002,,0.6396999999999999,,-0.014089999999999998,,0.52722,,0.07730000000000001,,-0.02815,,0.30929,,0.34443999999999997,,0.07730000000000001,,,,,,
"DA Davidson Maintains Neutral on Nordson, Raises Price Target to $145",2019-12-17,NDSN,2019-12-17 14:30:00+00:00,NORDSON CORP,57809.0,65566310,0.01231720671057701,,,,,,,,,,,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,0.1,0.41,0.67,0.007,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,1757438.0,1.1693,0.5051,0.3905,0.12393000000000001,-0.111612793289423,-0.051465000000000004,,0.509799,,0.568264,,0.12393000000000001,,0.018693,,0.568264,,-0.10993,,-0.6595009999999999,,0.33440400000000003,,,,,,,,
Oppenheimer Downgrades Nordson to Perform,2019-12-13,NDSN,2019-12-13 12:16:00+00:00,NORDSON CORP,57809.0,65566310,-0.00907972827553749,,,,,,,,,,,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1742784.0,1.1622,0.5076,0.3796,-0.027865999999999995,0.018786271724462504,0.8670279999999999,,0.12322,,-0.051109999999999996,,0.5067459999999999,,0.5648559999999999,,0.12322,,0.018622,,0.5648559999999999,,-0.10921999999999998,,-0.6554539999999999,,,,,,
Baird Upgrades Nordson to Outperform,2019-12-13,NDSN,2019-12-13 11:46:00+00:00,NORDSON CORP,57809.0,65566310,-0.00907972827553749,,,,,,,,,,,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1742784.0,1.1622,0.5076,0.3796,-0.027865999999999995,0.018786271724462504,0.8670279999999999,,0.12322,,-0.051109999999999996,,0.5067459999999999,,0.5648559999999999,,0.12322,,0.018622,,0.5648559999999999,,-0.10921999999999998,,-0.6554539999999999,,,,,,
"Nordson Reports CFO Gregory Thaxton To Retire; Co. Has Initiated Search Of Internal, External Candidates For Successor",2019-12-12,NDSN,2019-12-12 12:03:00+00:00,NORDSON CORP,57809.0,65566310,-0.02395209670066833,,,,,,,,,,,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1735449.0,1.1743,0.3135,0.3786,1.0638699999999999,-1.0878220967006682,-0.028228999999999997,,0.8759819999999999,,0.12443,,-0.051715,,0.511949,,0.570664,,0.12443,,0.018743,,0.570664,,-0.11042999999999999,,,,,,
Nordson shares are trading lower after the company reported worse-than-expected Q4 sales results.,2019-12-11,NDSN,2019-12-11 21:38:00+00:00,NORDSON CORP,57809.0,65566310,0.008271418511867523,,,,,,,,,,,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,0.28,-0.07,0.13,0.007,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,1728111.0,1.199,0.291,0.4382,0.3427200000000001,-0.33444858148813256,1.0861,,-0.028970000000000003,,0.89426,,0.1269,,-0.052950000000000004,,0.52257,,0.58252,,0.1269,,0.01899,,0.58252,,,,,,
"Nordson Q4 Adj. EPS $1.79, Inline, Sales $585.451M Miss $598.26M Estimate",2019-12-11,NDSN,2019-12-11 21:30:00+00:00,NORDSON CORP,57809.0,65566310,0.008271418511867523,,,,,,,,,,,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,0.28,-0.07,0.13,0.007,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,1728111.0,1.199,0.291,0.4382,0.3427200000000001,-0.33444858148813256,1.0861,,-0.028970000000000003,,0.89426,,0.1269,,-0.052950000000000004,,0.52257,,0.58252,,0.1269,,0.01899,,0.58252,,,,,,
"Morgan Stanley Maintains Overweight on NextEra Energy, Lowers Price Target to $240",2019-12-16,NEE,2019-12-16 13:38:00+00:00,NEXTERA ENERGY INC,24205.0,65339F10,0.01063517294824123,,,,,,,,,,,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,0.74,0.02,-0.04,0.007,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,1749781.0,0.215,-0.5662,-0.4975,0.1661,-0.15546482705175876,0.0285,,-0.0037500000000000007,,0.09945,,0.1102,,0.0285,,0.00915,,0.1102,,-0.014500000000000002,,-0.11554999999999999,,0.06720000000000001,,,,,,
"Mizuho Maintains Buy on NextEra Energy, Raises Price Target to $245",2019-12-13,NEE,2019-12-13 13:02:00+00:00,NEXTERA ENERGY INC,24205.0,65339F10,0.013039774261415,,,,,,,,,,,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1742449.0,0.2124,-0.5655,-0.498,0.0006280000000000001,0.012411774261415,0.16417600000000002,,0.02824,,-0.003620000000000001,,0.098332,,0.10895200000000001,,0.02824,,0.009124,,0.10895200000000001,,-0.014240000000000003,,-0.11406799999999999,,,,,,
"Newmont's Penasquito Mine, Cedros Community In Mexico Agree To Water Deal, No Terms Disclosed",2019-12-13,NEM,2019-12-13 13:15:00+00:00,NEWMONT CORP,21207.0,65163910,0.00413428945466876,,,,,,,,,,,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1742412.0,-0.1911,0.0814,-0.6596,0.012733,-0.00859871054533124,-0.13441399999999998,,-0.012110000000000003,,0.016555,,-0.07517299999999999,,-0.08472799999999998,,-0.012110000000000003,,0.005089,,-0.08472799999999998,,0.02611,,0.11592699999999999,,,,,,
"TD Securities Downgrades Newmont Goldcorp to Buy, Lowers Price Target to $48",2019-12-03,NEM,2019-12-03 14:18:00+00:00,NEWMONT CORP,21207.0,65163910,0.01652037538588047,,,,,,,,,,,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,-0.66,0.6,-0.83,0.007,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,1683742.0,-0.2187,0.1175,-0.6335,0.151342,-0.13482162461411953,-0.12422,,-0.021431000000000002,,-0.192017,,0.079171,,0.024496,,-0.054236000000000006,,-0.18983,,0.013561,,-0.154838,,-0.014870000000000001,,,,,,
"BMO Capital Maintains Outperform on Newmont Goldcorp, Lowers Price Target to $47",2019-12-03,NEM,2019-12-03 13:43:00+00:00,NEWMONT CORP,21207.0,65163910,0.01652037538588047,,,,,,,,,,,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,-0.66,0.6,-0.83,0.007,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,1683742.0,-0.2187,0.1175,-0.6335,0.151342,-0.13482162461411953,-0.12422,,-0.021431000000000002,,-0.192017,,0.079171,,0.024496,,-0.054236000000000006,,-0.18983,,0.013561,,-0.154838,,-0.014870000000000001,,,,,,
"Deutsche Bank Maintains Buy on Newmont Goldcorp, Raises Price Target to $46",2019-12-03,NEM,2019-12-03 13:05:00+00:00,NEWMONT CORP,21207.0,65163910,0.01652037538588047,,,,,,,,,,,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,-0.66,0.6,-0.83,0.007,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,1683742.0,-0.2187,0.1175,-0.6335,0.151342,-0.13482162461411953,-0.12422,,-0.021431000000000002,,-0.192017,,0.079171,,0.024496,,-0.054236000000000006,,-0.18983,,0.013561,,-0.154838,,-0.014870000000000001,,,,,,
Newmont Announces $1B Buyback,2019-12-02,NEM,2019-12-02 14:09:00+00:00,NEWMONT CORP,21207.0,65163910,0.008854170329868793,,,,,,,,,,,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,-0.87,-0.25,0.48,0.007,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,1676410.0,-0.2141,0.1061,-0.6238,0.19326700000000002,-0.18441282967013123,0.14830600000000002,,-0.12145999999999998,,-0.020833000000000004,,-0.187831,,0.07765300000000001,,0.024128,,-0.05294800000000001,,-0.18569000000000002,,0.013423000000000001,,-0.151434,,,,,,
Newmont Enters Arrangement To Sell 19.9% Equity Stake In Continental Gold,2019-12-02,NEM,2019-12-02 13:52:00+00:00,NEWMONT CORP,21207.0,65163910,0.008854170329868793,,,,,,,,,,,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,-0.87,-0.25,0.48,0.007,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,1676410.0,-0.2141,0.1061,-0.6238,0.19326700000000002,-0.18441282967013123,0.14830600000000002,,-0.12145999999999998,,-0.020833000000000004,,-0.187831,,0.07765300000000001,,0.024128,,-0.05294800000000001,,-0.18569000000000002,,0.013423000000000001,,-0.151434,,,,,,
Newmont Says it Expects Attributable Gold Production Between 6.5M and 7M Ounces/Year Through 2024,2019-12-02,NEM,2019-12-02 12:16:00+00:00,NEWMONT CORP,21207.0,65163910,0.008854170329868793,,,,,,,,,,,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,-0.87,-0.25,0.48,0.007,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,1676410.0,-0.2141,0.1061,-0.6238,0.19326700000000002,-0.18441282967013123,0.14830600000000002,,-0.12145999999999998,,-0.020833000000000004,,-0.187831,,0.07765300000000001,,0.024128,,-0.05294800000000001,,-0.18569000000000002,,0.013423000000000001,,-0.151434,,,,,,
"Neogen - Chairman Herbert Entered Into Sales Plan To Sell Up To 74,614 Shares Of Co Directly Or Beneficially Owned By Him",2019-12-27,NEOG,2019-12-27 20:51:00+00:00,NEOGEN CORP,75976.0,64049110,-0.005350956693291664,,,,,,,,,,,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-13,-0.1,-0.53,-0.07,0.007,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809022.0,1.1187,1.2433,-0.2599,-0.10487,0.09951904330670834,-0.630659,,0.320236,,,,,,,,,,,,,,,,,,,,,,
"Neogen Q2 EPS $0.31 Misses $0.32 Estimate, Sales $107.803M Miss $110.82M Estimate",2019-12-23,NEOG,2019-12-23 13:47:00+00:00,NEOGEN CORP,75976.0,64049110,-0.04681164398789406,,,,,,,,,,,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1787049.0,1.1074,1.2366,-0.2398,0.11774000000000001,-0.16455164398789407,0.018074,,0.5385519999999999,,-0.10374,,-0.6242179999999999,,0.317072,,,,,,,,,,,,,,,,
"Earnings Scheduled For December 23, 2019",2019-12-23,NEOG,2019-12-23 09:01:00+00:00,NEOGEN CORP,75976.0,64049110,-0.04681164398789406,,,,,,,,,,,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1787049.0,1.1074,1.2366,-0.2398,0.11774000000000001,-0.16455164398789407,0.018074,,0.5385519999999999,,-0.10374,,-0.6242179999999999,,0.317072,,,,,,,,,,,,,,,,
Neogen Launches First Rapid Test For Ergot Alkaloids,2019-12-12,NEOG,2019-12-12 13:47:00+00:00,NEOGEN CORP,75976.0,64049110,0.0221762266010046,,,,,,,,,,,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1735757.0,1.1181,1.2389,-0.3169,1.01329,-0.9911137733989954,-0.026543000000000004,,0.8343940000000001,,0.11881000000000003,,-0.04890500000000001,,0.487783,,0.5436880000000001,,0.11881000000000003,,0.018181000000000003,,0.5436880000000001,,-0.10481000000000001,,,,,,
"Mizuho Maintains Buy on NextEra Energy Partners, Raises Price Target to $54.5",2019-12-13,NEP,2019-12-13 13:04:00+00:00,NEXTERA ENERGY PARTNERS LP,14734.0,65341B10,0.006595034617930651,,,,,,,,,,,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1739965.0,0.3942,-0.4183,-0.04,-0.0048259999999999996,0.011421034617930651,0.298708,,0.04642,,-0.012710000000000003,,0.176506,,0.196216,,0.04642,,0.010942,,0.196216,,-0.032420000000000004,,-0.21769399999999997,,,,,,
