headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
"BMO Capital Maintains Market Perform on Casey's General Stores, Lowers Price Target to $165",2019-12-11,CASY,2019-12-11 14:21:00+00:00,CASEYS GENERAL STORES INC,21742.0,14752810,-0.01165578421205282,-0.01960237324237823,-0.02827757596969604,0.005144010297954082,0.006141222082078457,0.0007266829488798976,0.007551505230367184,0.01124252565205097,0.003990860190242529,-0.01263485755771399,0.005751170217990875,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,0.28,-0.07,0.13,0.007,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,1727743.0,0.6282,0.1253,-0.0727,0.18289600000000003,-0.19455178421205285,0.57238,-0.5919823732423782,-0.011845999999999999,-0.016431575969696043,0.471868,-0.4667239897020459,0.06982000000000001,-0.06367877791792155,-0.02441,0.0251366829488799,0.277126,-0.2695744947696328,0.308536,-0.297293474347949,0.06982000000000001,-0.06582913980975748,0.013282,-0.02591685755771399,0.308536,-0.3027848297820091,-0.7865341574544311,-0.6084139492120743,-0.48315556567174195,-0.5052660846710876,-0.9362621133181825
"Casey's General Stores Q2 EPS $2.21 Beats $2.14 Estimate, Sales $2.488B Miss $2.53B Estimate",2019-12-09,CASY,2019-12-09 21:13:00+00:00,CASEYS GENERAL STORES INC,21742.0,14752810,-0.002162718446925282,-0.01704944483935833,-0.00587734580039978,-0.01196830347180367,-0.02349668741226196,0.04259450361132622,0.02236234955489635,-0.01163771469146013,-0.05149662867188454,-0.001944320276379585,-0.008841659873723984,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,-0.33,0.37,0.11,0.007,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,1713070.0,0.608,0.1879,-0.0872,-0.19364,0.19147728155307472,-0.04164,0.024590555160641674,0.17724,-0.1831173458003998,0.5542,-0.5661683034718037,-0.01124,-0.01225668741226196,0.45692,-0.4143254963886738,0.0678,-0.045437650445103644,-0.0234,0.01176228530853987,0.26844,-0.31993662867188455,0.29884,-0.3007843202763796,0.0678,-0.07664165987372398,0.2160678367137164,-0.1585267906397581,-0.7492856492722035,-0.9927504872727394,-1.1453634703472257
"JP Morgan Maintains Overweight on Caterpillar, Raises Price Target to $178",2019-12-20,CAT,2019-12-20 14:23:00+00:00,CATERPILLAR INC,18542.0,14912310,0.01758380234241486,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,-0.01019161194562912,0.03642233833670616,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,0.48,-0.3,-0.3,0.007,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,1778866.0,1.3932,0.1011,0.6495,0.675736,-0.6581521976575851,0.14632,-0.11414027184963227,0.020932,0.01245709149169922,0.675736,-0.6695869105704725,-0.13232,0.2355612871718407,-0.7871239999999999,0.7899433062171339,0.39709600000000006,-0.35798383070445067,,,,,,,,,-0.7722924695072174,-0.10168318035793306,-0.6571298190787732,0.3559176828185021,
"Deutsche Bank Maintains Hold on Caterpillar, Raises Price Target to $147",2019-12-18,CAT,2019-12-18 14:58:00+00:00,CATERPILLAR INC,18542.0,14912310,0.005124000832438469,0.01885434612631798,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,-0.01019161194562912,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,-0.05,0.2,0.09,0.007,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,1764216.0,1.3804,0.1005,0.6555,-0.06202000000000001,0.06714400083243849,0.600572,-0.581717653873682,0.669592,-0.6374122718496322,0.14504000000000003,-0.11165090850830081,0.020804,-0.014654910570472478,0.669592,-0.5663507128281593,-0.13104000000000002,0.13385930621713402,-0.779828,0.8189401692955494,0.3935120000000001,-0.4185737004930974,,,,,-0.5145736530412435,-1.2191299257233141,-0.7490631803579331,-0.6926565319069325,
"Morgan Stanley Maintains Equal-Weight on Caterpillar, Raises Price Target to $137",2019-12-16,CAT,2019-12-16 13:24:00+00:00,CATERPILLAR INC,18542.0,14912310,-0.00116813147906214,-0.02972758561372757,0.01885434612631798,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,0.74,0.02,-0.04,0.007,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,1749572.0,1.3765,0.0978,0.6572,1.02561,-1.026778131479062,0.14465000000000003,-0.1743775856137276,-0.06182500000000001,0.080679346126318,0.5988950000000001,-0.5667152718496323,0.66772,-0.6343309085083008,0.14465000000000003,-0.1385009105704725,0.020765000000000002,0.08247628717184069,0.66772,-0.664900693782866,-0.13065000000000002,0.1697621692955494,-0.777605,0.7525432995069027,0.39242000000000005,-0.40118332912594085,-1.2011557170927896,-0.0936982394874096,-0.48603592572331433,-1.3395470909284055,-0.1998031775049865
Standpoint Research Downgrades Caterpillar to Hold,2019-12-12,CAT,2019-12-12 16:14:00+00:00,CATERPILLAR INC,18542.0,14912310,0.01930554769933224,-0.02972758561372757,0.01885434612631798,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1734907.0,1.3551,0.0769,0.6662,1.2265899999999998,-1.2072844523006676,-0.033652999999999995,0.003925414386272426,1.009774,-0.990919653873682,0.14251,-0.11033027184963226,-0.060754999999999997,0.09414409149169922,0.589693,-0.5835439105704725,0.6574479999999999,-0.5542067128281593,0.14251,-0.139690693782866,0.020551,0.018561169295549393,0.6574479999999999,-0.6825097004930972,-0.12850999999999999,0.11974667087405919,-1.2033590379143952,-0.9869942394874095,-1.1012499257233141,-0.5997300909284056,-1.8216431775049866
Hearing Standpoint Downgrading Caterpillar From Buy To Hold; Unconfirmed,2019-12-12,CAT,2019-12-12 16:06:00+00:00,CATERPILLAR INC,18542.0,14912310,0.01930554769933224,-0.02972758561372757,0.01885434612631798,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1734907.0,1.3551,0.0769,0.6662,1.2265899999999998,-1.2072844523006676,-0.033652999999999995,0.003925414386272426,1.009774,-0.990919653873682,0.14251,-0.11033027184963226,-0.060754999999999997,0.09414409149169922,0.589693,-0.5835439105704725,0.6574479999999999,-0.5542067128281593,0.14251,-0.139690693782866,0.020551,0.018561169295549393,0.6574479999999999,-0.6825097004930972,-0.12850999999999999,0.11974667087405919,-1.2033590379143952,-0.9869942394874095,-1.1012499257233141,-0.5997300909284056,-1.8216431775049866
Caterpillar 8-K Shows Nov. Global Rolling 3-Month Retail Sales Unchanged Year Over Year,2019-12-12,CAT,2019-12-12 14:08:00+00:00,CATERPILLAR INC,18542.0,14912310,0.01930554769933224,-0.02972758561372757,0.01885434612631798,0.03217972815036774,0.03338909149169922,0.006149089429527521,0.1032412871718407,0.002819306217133999,0.03911216929554939,-0.02506170049309731,-0.0087633291259408,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,0.9,-0.14,1.14,0.007,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,1734907.0,1.3551,0.0769,0.6662,1.2265899999999998,-1.2072844523006676,-0.033652999999999995,0.003925414386272426,1.009774,-0.990919653873682,0.14251,-0.11033027184963226,-0.060754999999999997,0.09414409149169922,0.589693,-0.5835439105704725,0.6574479999999999,-0.5542067128281593,0.14251,-0.139690693782866,0.020551,0.018561169295549393,0.6574479999999999,-0.6825097004930972,-0.12850999999999999,0.11974667087405919,-1.2033590379143952,-0.9869942394874095,-1.1012499257233141,-0.5997300909284056,-1.8216431775049866
Cato Reports Nov. Comps Up 2%,2019-12-05,CATO,2019-12-05 12:00:00+00:00,CATO CORP NEW,11267.0,14920510,-0.004851760342717171,-0.007073463872075081,0.001780984690412879,-0.000888909213244915,0.008896831423044205,0.001763624721206725,0.01584509760141373,0.007798973470926285,0.001719647785648704,0.01115880813449621,-0.001697750762104988,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,0.13,-0.21,0.46,0.007,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,1694761.0,0.8018,0.4291,0.5563,0.111234,-0.11608576034271717,0.736638,-0.7437114638720751,-0.257594,0.25937498469041287,-0.05714399999999999,0.05625509078675508,0.23150400000000002,-0.2226071685769558,0.7286199999999999,-0.7268563752787932,-0.017054,0.032899097601413727,0.600332,-0.5925330265290737,0.08718000000000001,-0.0854603522143513,-0.03309,0.04424880813449621,0.351774,-0.35347175076210496,-0.8597972242147922,-0.4843364791816622,0.3156300754771679,-0.8932084530689939,-1.6811735990484131
"CymaBay Therapeutics To Reduce Workforce By 60%, Explore Strategic Opportunities With Regard To Its Development",2019-12-19,CBAY,2019-12-19 22:36:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,-0.02105261199176311,-0.004570570774376392,-0.004591648932546377,-0.002185000106692314,-0.01265198737382889,-0.04361755400896072,0.02267449721693993,0.0007559232763014734,0.03851960599422455,-0.02278784476220608,-0.01414040382951498,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,0.43,-0.02,-0.42,0.007,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,1769252.0,1.1103,1.1277,-0.558,0.48442900000000005,-0.5054816119917631,0.539944,-0.5445145707743764,0.11803000000000002,-0.1226216489325464,0.018103,-0.020288000106692315,0.539944,-0.5525959873738289,-0.10403000000000001,0.060412445991039294,-0.625871,0.6485454972169399,0.31788400000000006,-0.3171280767236986,,,,,,,-1.0499961827661395,-0.6671362197069228,-0.14290964903923872,-0.5124715414894818,
Newtyn Management Reports 5.4% Passive Stake In CymaBay Therapeutics,2019-12-13,CBAY,2019-12-13 19:41:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,0.1976743638515472,-0.004570570774376392,-0.004591648932546377,-0.002185000106692314,-0.01265198737382889,-0.04361755400896072,0.02267449721693993,0.0007559232763014734,0.03851960599422455,-0.02278784476220608,-0.01414040382951498,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1739939.0,1.1635,1.1294,-0.4801,-0.027905,0.2255793638515472,0.8679899999999999,-0.8725605707743763,0.12335000000000002,-0.1279416489325464,-0.051175000000000005,0.04898999989330769,0.507305,-0.5199569873738289,0.56548,-0.6090975540089607,0.12335000000000002,-0.10067550278306009,0.018635,-0.017879076723698525,0.56548,-0.5269603940057754,-0.10935,0.08656215523779393,-0.656195,0.642054596170485,-0.6469812069228291,-1.0005022197069227,-0.07895164903923871,-1.0800645414894818,-0.5259957761132158
CymaBay Therapeutics shares are trading higher. Not seeing any news to justify the price action. NOTE: The stock is trading on above-average volume.,2019-12-13,CBAY,2019-12-13 16:55:00+00:00,CYMABAY THERAPEUTICS INC,14691.0,23257D10,0.1976743638515472,-0.004570570774376392,-0.004591648932546377,-0.002185000106692314,-0.01265198737382889,-0.04361755400896072,0.02267449721693993,0.0007559232763014734,0.03851960599422455,-0.02278784476220608,-0.01414040382951498,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,-0.03,-0.27,-0.54,0.007,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,1739939.0,1.1635,1.1294,-0.4801,-0.027905,0.2255793638515472,0.8679899999999999,-0.8725605707743763,0.12335000000000002,-0.1279416489325464,-0.051175000000000005,0.04898999989330769,0.507305,-0.5199569873738289,0.56548,-0.6090975540089607,0.12335000000000002,-0.10067550278306009,0.018635,-0.017879076723698525,0.56548,-0.5269603940057754,-0.10935,0.08656215523779393,-0.656195,0.642054596170485,-0.6469812069228291,-1.0005022197069227,-0.07895164903923871,-1.0800645414894818,-0.5259957761132158
"Morgan Stanley Maintains Underweight on Commerce Bancshares, Raises Price Target to $54",2019-12-04,CBSH,2019-12-04 13:00:00+00:00,COMMERCE BANCSHARES INC,25129.0,20052510,0.01111282594501972,0.01812695898115635,0.003264113096520305,-0.01833784952759743,0.01024405471980572,-0.0002981903380714357,-0.003579920390620828,0.0008981670252978802,0.00299127958714962,0.003578966716304421,0.001485861372202635,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,0.6,0.13,0.24,0.007,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,1691126.0,0.8789,0.5496,0.862,0.53434,-0.5232271740549803,0.12125700000000002,-0.10313004101884367,0.806799,-0.8035348869034797,-0.28303700000000004,0.2646991504724026,-0.063312,0.07355605471980571,0.25309200000000004,-0.2533901903380715,0.79801,-0.8015899203906208,-0.019367,0.02026516702529788,0.657386,-0.6543947204128504,0.09489000000000002,-0.0913110332836956,-0.036945000000000006,0.03843086137220264,-0.626357215073824,-0.9066649279223234,-0.5388357364310772,0.08486501485413683,-1.7419898360277377
"Morgan Stanley Maintains Underweight on Commerce Bancshares, Lowers Price Target to $52.38",2019-12-02,CBSH,2019-12-02 12:58:00+00:00,COMMERCE BANCSHARES INC,25129.0,20052510,-0.0006340835825540125,0.006559254601597786,0.004739332012832165,-0.002948068315163255,-0.00650506280362606,0.01369056291878223,0.006459113210439682,-0.01108510140329599,0.01091442257165909,-0.01050483249127865,-0.005013216286897659,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,-0.87,-0.25,0.48,0.007,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,1676461.0,0.8809,0.5412,0.8619,-0.759383,0.758748916417446,-0.5743940000000001,0.5809532546015979,0.53554,-0.5308006679871679,0.12151700000000001,-0.12446506831516327,0.8086190000000001,-0.8151240628036261,-0.28369700000000003,0.29738756291878227,-0.063472,0.06993111321043968,0.25365200000000004,-0.26473710140329604,0.79981,-0.7888955774283409,-0.019427,0.00892216750872135,0.6588660000000001,-0.6638792162868977,1.3397021710190438,0.050152586614430006,-0.6552657363023311,-0.6422015682000071,-1.3412710514805914
"Capital City Bank Reports Strategic Alliance With BrandMortgage, No Terms Disclosed",2019-12-11,CCBG,2019-12-11 13:45:00+00:00,CAPITAL CITY BANK GROUP,84516.0,13967410,-0.01800885796546936,0.03373983502388,-0.01435311697423458,0.01316576544195414,0.006497303023934364,0.00136932113673538,0.0001953923929249868,0.002539083361625671,0.004285941831767559,0.01842872425913811,0.003809538437053561,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,0.28,-0.07,0.13,0.007,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,1729200.0,0.949,0.9551,0.6778,0.27272,-0.2907288579654694,0.8611,-0.82736016497612,-0.02147,0.00711688302576542,0.70926,-0.6960942345580459,0.1019,-0.09540269697606564,-0.04045,0.04181932113673538,0.41507,-0.414874607607075,0.46252,-0.4599809166383743,0.1019,-0.09761405816823245,0.01649,0.0019387242591381096,0.46252,-0.4587104615629464,-1.1180890229415894,-0.8202432819503546,-0.6889773515322805,-0.7496776103973761,-1.3874219985807548
Crown Castle International shares are trading higher. Not seeing any news to justify the price action.,2019-12-03,CCI,2019-12-03 20:29:00+00:00,CROWN CASTLE INC,86339.0,22822V10,0.02443678490817547,-0.00660194456577301,-0.00674357358366251,-0.002263069385662675,0.006508836522698402,0.00881835725158453,0.004273528233170509,0.006769796367734671,0.01171951275318861,0.01082414947450161,-0.009017462842166424,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,-0.66,0.6,-0.83,0.007,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,1685416.0,0.2699,-0.2943,-0.6151,-0.17113399999999998,0.19557078490817545,0.16893999999999998,-0.175541944565773,0.042087,-0.04883057358366251,0.252609,-0.25487206938566265,-0.08206699999999999,0.08857583652269839,-0.014591999999999997,0.023410357251584527,0.082572,-0.0782984717668295,0.24991,-0.24314020363226532,-0.0010969999999999982,0.012816512753188607,0.206726,-0.19590185052549838,0.03399,-0.04300746284216642,0.02002884034240246,-0.22437251814943548,-0.30370264296932514,-0.14288587561137972,-0.5241211187619864
Cameco Option Alert: Mar 20 $11 Calls Sweep (25) near the Ask: 2381 @ $0.15 vs 3789 OI; Earnings 2/7 After Close [est] Ref=$8.67,2019-12-23,CCJ,2019-12-23 14:42:00+00:00,CAMECO CORP,83188.0,13321L10,0.024305559694767,-0.008124028332531452,-0.01588481850922108,-0.00882729608565569,0.01424939930438995,0.02985445596277714,0.0043849041685462,-0.005093356594443321,-0.006582166068255901,0.0100613459944725,-0.01895040832459927,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1787693.0,0.8116,0.4192,0.5609,0.08816000000000002,-0.06385444030523302,0.015116000000000001,-0.023240028332531453,0.396568,-0.41245281850922105,-0.07416,0.06533270391434431,-0.45561199999999996,0.4698613993043899,0.234248,-0.20439354403722287,,,,,,,,,,,-0.08709446863776447,-0.4356928468417525,-0.34712011459487674,0.3308005591815113,
