date,permno,headline,ret,company_name,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
2019-08-14,87432.0,"Agilent Technologies Sees Q4 Adj. EPS $0.84-$0.86 vs $0.87 Est., Sales $1.31B-$1.33B vs $1.34B Est., Sees FY19 Adj. EPS $3.07-$3.08 vs $3.05 Est., Sales $5.105B-$5.125B vs $5.11B Est.",-3.030755557119846,AGILENT TECHNOLOGIES INC,6.098490953445435,10.077757288850098,6.632118223536576,1.515837013721466,-1.4568764061181017,-2.6622513977326845
2019-08-14,87432.0,"Agilent Technologies Q3 Adj. EPS $0.76 Beats $0.72 Estimate, Sales $1.27B Beat $1.24B Estimate",-3.030755557119846,AGILENT TECHNOLOGIES INC,6.098490953445435,10.077757288850098,6.632118223536576,1.515837013721466,-1.4568764061181017,-2.6622513977326845
2019-08-14,87432.0,Q3 Earnings Preview For Agilent Technologies,-3.030755557119846,AGILENT TECHNOLOGIES INC,6.098490953445435,10.077757288850098,6.632118223536576,1.515837013721466,-1.4568764061181017,-2.6622513977326845
2019-08-01,87432.0,Agilent Announces Settlement of Key Intellectual Property Case in China,-0.2881495049223304,AGILENT TECHNOLOGIES INC,-1.6327081248164177,0.4045638383655126,0.5490494850705963,-1.0548793710768223,-1.3642164027453885,-0.1294911974476065
2019-08-07,14127.0,Altisource Asset Management Q2 EPS $1.81 Up From $(0.69) YoY,-0.9009042754769325,ALTISOURCE ASSET MANAGEMENT CORP,2.2727273404598236,-18.181818606155232,-9.090909708870187,2.968466281890869,10.009913195247222,38.923663399790385
2019-08-07,14145.0,Applied Optoelectronics shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,0.8893296122550964,APPLIED OPTOELECTRONICS INC,6.758075952529907,-8.814883697128417,-5.3868778125690575,3.265303000807762,1.606424231887904,1.9133895364186193
2019-08-07,14145.0,"Applied Optoelectronics Q2 EPS $(0.26) Beats $(0.37) Estimate, Sales $43.4M Beat $42.49M Estimate",0.8893296122550964,APPLIED OPTOELECTRONICS INC,6.758075952529907,-8.814883697128417,-5.3868778125690575,3.265303000807762,1.606424231887904,1.9133895364186193
2019-08-07,14145.0,A Preview Of Applied Optoelectronics Q2 Earnings,0.8893296122550964,APPLIED OPTOELECTRONICS INC,6.758075952529907,-8.814883697128417,-5.3868778125690575,3.265303000807762,1.606424231887904,1.9133895364186193
2019-08-01,76868.0,"AAON Q2 EPS $0.25 Misses $0.27 Estimate, Sales $119.4M Miss $128.36M Estimate",2.086616866290569,AAON INC,-10.142695903778076,-12.379486854662169,-12.51446511682338,-1.569465920329094,0.23677760542404336,-1.8547125016142307
2019-08-14,89217.0,Here Comes The Sun: Advance Auto Parts Analysts Bullish After Stormy Q2,-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-14,89217.0,"UBS Maintains Buy on Advance Auto Parts, Lowers Price Target to $170",-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-14,89217.0,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $185",-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-14,89217.0,"Credit Suisse Maintains Outperform on Advance Auto Parts, Lowers Price Target to $162",-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-14,89217.0,"Citigroup Maintains Neutral on Advance Auto Parts, Lowers Price Target to $156",-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-14,89217.0,Guggenheim Downgrades Advance Auto Parts to Neutral,-4.035710170865059,ADVANCE AUTO PARTS INC,0.739976903423667,-0.19049723907073046,0.19780860990135096,0.04923471133224666,-1.4550031729250623,-1.5232272139683034
2019-08-13,89217.0,Mid-Day Market Update: Crude Oil Up 4%; Deciphera Pharmaceuticals Shares Spike Higher,0.04923471133224666,ADVANCE AUTO PARTS INC,-4.035710170865059,-4.816136650292191,-5.160653017782558,-1.5034976415336132,-1.5716881091969448,-1.3051858681274675
2019-08-13,89217.0,Advance Auto Parts shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results. The company also narrowed its FY19 sales guidance.,0.04923471133224666,ADVANCE AUTO PARTS INC,-4.035710170865059,-4.816136650292191,-5.160653017782558,-1.5034976415336132,-1.5716881091969448,-1.3051858681274675
2019-08-13,89217.0,Advance Auto Parts Falls After Q2 Earnings Miss,0.04923471133224666,ADVANCE AUTO PARTS INC,-4.035710170865059,-4.816136650292191,-5.160653017782558,-1.5034976415336132,-1.5716881091969448,-1.3051858681274675
2019-08-13,89217.0,Advance Auto Parts Narrows FY19 Sales Guidance From %9.56B-$9.80B To $9.65B-$9.75B,0.04923471133224666,ADVANCE AUTO PARTS INC,-4.035710170865059,-4.816136650292191,-5.160653017782558,-1.5034976415336132,-1.5716881091969448,-1.3051858681274675
2019-08-13,89217.0,Advance Auto Parts Reports $400M Buyback,0.04923471133224666,ADVANCE AUTO PARTS INC,-4.035710170865059,-4.816136650292191,-5.160653017782558,-1.5034976415336132,-1.5716881091969448,-1.3051858681274675
